route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
MSQ-SVO,MSQ,SVO,Minsk,Moscow,BY,RU,641.5,1,no_country_pair_in_rail_dataset
MSQ-PRG,MSQ,PRG,Minsk,Prague,BY,CZ,1031.0,2,no_country_pair_in_rail_dataset
MSQ-RIX,MSQ,RIX,Minsk,Riga,BY,LV,423.8,2,no_country_pair_in_rail_dataset
MSQ-KUF,MSQ,KUF,Minsk,Samara,BY,RU,1451.2,1,no_country_pair_in_rail_dataset
MSQ-AER,MSQ,AER,Minsk,Sochi,BY,RU,1449.5,1,no_country_pair_in_rail_dataset
MSQ-LED,MSQ,LED,Minsk,St. Petersburg,BY,RU,671.1,3,no_country_pair_in_rail_dataset
MSQ-ARN,MSQ,ARN,Minsk,Stockholm,BY,SE,886.9,1,no_country_pair_in_rail_dataset
MSQ-VIE,MSQ,VIE,Minsk,Vienna,BY,AT,1026.0,2,no_country_pair_in_rail_dataset
MSQ-WAW,MSQ,WAW,Minsk,Warsaw,BY,PL,510.0,2,no_country_pair_in_rail_dataset
BRN-BCN,BRN,BCN,Bern,Barcelona,CH,ES,759.3,1,no_country_pair_in_rail_dataset
BRN-EBA,BRN,EBA,Bern,Campo nell'Elba (LI),CH,IT,509.7,1,no_country_pair_in_rail_dataset
BRN-IBZ,BRN,IBZ,Bern,Ibiza (Eivissa),CH,ES,1023.1,1,no_country_pair_in_rail_dataset
BRN-CGN,BRN,CGN,Bern,Köln (Cologne),CH,DE,440.3,1,no_distance_compatible_rail_candidate
BRN-LCY,BRN,LCY,Bern,London,CH,GB,743.1,1,no_country_pair_in_rail_dataset
BRN-MUC,BRN,MUC,Bern,Munich,CH,DE,358.9,1,no_distance_compatible_rail_candidate
BRN-OLB,BRN,OLB,Bern,Olbia (SS),CH,IT,687.9,1,no_country_pair_in_rail_dataset
BRN-PMI,BRN,PMI,Bern,Palma de Mallorca,CH,ES,904.4,1,no_country_pair_in_rail_dataset
BRN-VIE,BRN,VIE,Bern,Vienna,CH,AT,693.7,1,no_country_pair_in_rail_dataset
GVA-AJA,GVA,AJA,Geneva,Ajaccio,CH,FR,525.7,1,no_country_pair_in_rail_dataset
GVA-ALC,GVA,ALC,Geneva,Alicante,CH,ES,1040.1,1,no_country_pair_in_rail_dataset
GVA-BCN,GVA,BCN,Geneva,Barcelona,CH,ES,637.4,2,no_country_pair_in_rail_dataset
GVA-BIA,GVA,BIA,Geneva,Bastia,CH,FR,489.6,1,no_country_pair_in_rail_dataset
GVA-BEG,GVA,BEG,Geneva,Belgrade,CH,RS,1115.8,3,no_country_pair_in_rail_dataset
GVA-BIQ,GVA,BIQ,Geneva,Biarritz,CH,FR,675.5,2,no_country_pair_in_rail_dataset
GVA-BIO,GVA,BIO,Geneva,Bilbao,CH,ES,782.7,1,no_country_pair_in_rail_dataset
GVA-BOD,GVA,BOD,Geneva,Bordeaux,CH,FR,554.0,2,no_country_pair_in_rail_dataset
GVA-BDS,GVA,BDS,Geneva,Brindisi,CH,IT,1137.6,1,no_country_pair_in_rail_dataset
GVA-BRS,GVA,BRS,Geneva,Bristol,CH,GB,862.0,1,no_country_pair_in_rail_dataset
GVA-CAG,GVA,CAG,Geneva,Cagliari,CH,IT,813.1,1,no_country_pair_in_rail_dataset
GVA-CTA,GVA,CTA,Geneva,Catania,CH,IT,1223.7,2,no_country_pair_in_rail_dataset
GVA-CPH,GVA,CPH,Geneva,Copenhagen,CH,DK,1138.3,4,no_country_pair_in_rail_dataset
GVA-DUB,GVA,DUB,Geneva,Dublin,CH,IE,1191.4,1,no_country_pair_in_rail_dataset
GVA-EDI,GVA,EDI,Geneva,Edinburgh,CH,GB,1264.2,1,no_country_pair_in_rail_dataset
GVA-FLR,GVA,FLR,Geneva,Firenze (FI),CH,IT,482.8,2,no_country_pair_in_rail_dataset
GVA-FRA,GVA,FRA,Geneva,Frankfurt am Main,CH,DE,458.8,4,no_distance_compatible_rail_candidate
GVA-IBZ,GVA,IBZ,Geneva,Ibiza (Eivissa),CH,ES,905.8,1,no_country_pair_in_rail_dataset
GVA-LIL,GVA,LIL,Geneva,Lesquin,CH,FR,529.9,1,no_country_pair_in_rail_dataset
GVA-LIS,GVA,LIS,Geneva,Lisbon,CH,PT,1495.7,5,no_country_pair_in_rail_dataset
GVA-LPL,GVA,LPL,Geneva,Liverpool,CH,GB,1016.4,1,no_country_pair_in_rail_dataset
GVA-LCY,GVA,LCY,Geneva,London,CH,GB,733.7,1,no_country_pair_in_rail_dataset
GVA-LGW,GVA,LGW,Geneva,London,CH,GB,714.7,1,no_country_pair_in_rail_dataset
GVA-LHR,GVA,LHR,Geneva,London,CH,GB,754.0,3,no_country_pair_in_rail_dataset
GVA-LTN,GVA,LTN,Geneva,"Luton, Luton",CH,GB,783.9,1,no_country_pair_in_rail_dataset
GVA-LUX,GVA,LUX,Geneva,Luxembourg,CH,LU,376.9,1,no_country_pair_in_rail_dataset
GVA-MAD,GVA,MAD,Geneva,Madrid,CH,ES,1008.9,4,no_country_pair_in_rail_dataset
GVA-MAN,GVA,MAN,Geneva,"Manchester, Greater Manchester",CH,GB,992.5,1,no_country_pair_in_rail_dataset
GVA-MRS,GVA,MRS,Geneva,"Marignane, Bouches-du-Rhône",CH,FR,319.3,1,no_country_pair_in_rail_dataset
GVA-MUC,GVA,MUC,Geneva,Munich,CH,DE,488.3,2,no_distance_compatible_rail_candidate
GVA-AGP,GVA,AGP,Geneva,Málaga,CH,ES,1380.3,2,no_country_pair_in_rail_dataset
GVA-NTE,GVA,NTE,Geneva,Nantes,CH,FR,597.2,1,no_country_pair_in_rail_dataset
GVA-NAP,GVA,NAP,Geneva,Napoli,CH,IT,887.3,1,no_country_pair_in_rail_dataset
GVA-NCE,GVA,NCE,Geneva,"Nice, Alpes-Maritimes",CH,FR,299.8,2,no_country_pair_in_rail_dataset
GVA-OLB,GVA,OLB,Geneva,Olbia (SS),CH,IT,654.0,2,no_country_pair_in_rail_dataset
GVA-PMI,GVA,PMI,Geneva,Palma de Mallorca,CH,ES,792.4,2,no_country_pair_in_rail_dataset
GVA-ORY,GVA,ORY,Geneva,"Paris (Orly, Val-de-Marne)",CH,FR,395.1,1,no_country_pair_in_rail_dataset
GVA-CDG,GVA,CDG,Geneva,"Paris (Roissy-en-France, Val-d'Oise)",CH,FR,407.2,2,no_country_pair_in_rail_dataset
GVA-OPO,GVA,OPO,Geneva,Porto,CH,PT,1308.6,5,no_country_pair_in_rail_dataset
GVA-PRN,GVA,PRN,Geneva,Prishtina,CH,XK,1251.6,2,no_country_pair_in_rail_dataset
GVA-FCO,GVA,FCO,Geneva,Rome,CH,IT,695.5,4,no_country_pair_in_rail_dataset
GVA-SCQ,GVA,SCQ,Geneva,Santiago de Compostela,CH,ES,1207.0,1,no_country_pair_in_rail_dataset
GVA-SVQ,GVA,SVQ,Geneva,Seville,CH,ES,1393.8,1,no_country_pair_in_rail_dataset
GVA-SEN,GVA,SEN,Geneva,"Southend-on-Sea, Essex",CH,GB,712.5,1,no_country_pair_in_rail_dataset
GVA-JER,GVA,JER,Geneva,St. Peter,CH,JE,703.0,1,no_country_pair_in_rail_dataset
GVA-STR,GVA,STR,Geneva,Stuttgart,CH,DE,359.2,1,no_distance_compatible_rail_candidate
GVA-TLS,GVA,TLS,Geneva,Toulouse/Blagnac,CH,FR,472.8,2,no_country_pair_in_rail_dataset
GVA-VLC,GVA,VLC,Geneva,Valencia,CH,ES,922.1,1,no_country_pair_in_rail_dataset
GVA-MLA,GVA,MLA,Geneva,Valletta,CH,MT,1350.8,1,no_country_pair_in_rail_dataset
GVA-VCE,GVA,VCE,Geneva,Venezia (VE),CH,IT,490.0,1,no_country_pair_in_rail_dataset
GVA-VIE,GVA,VIE,Geneva,Vienna,CH,AT,816.9,2,no_country_pair_in_rail_dataset
GVA-WAW,GVA,WAW,Geneva,Warsaw,CH,PL,1261.3,2,no_country_pair_in_rail_dataset
GVA-BRU,GVA,BRU,Geneva,Zaventem,CH,BE,532.1,4,no_country_pair_in_rail_dataset
ACH-EBA,ACH,EBA,St. Gallen,Campo nell'Elba (LI),CH,IT,528.0,1,no_country_pair_in_rail_dataset
ACH-VIE,ACH,VIE,St. Gallen,Vienna,CH,AT,527.9,1,no_country_pair_in_rail_dataset
ZRH-ALC,ZRH,ALC,Zurich,Alicante,CH,ES,1259.8,1,no_country_pair_in_rail_dataset
ZRH-KRK,ZRH,KRK,Zurich,Balice,CH,PL,872.5,1,no_country_pair_in_rail_dataset
ZRH-BCN,ZRH,BCN,Zurich,Barcelona,CH,ES,855.9,3,no_country_pair_in_rail_dataset
ZRH-BEG,ZRH,BEG,Zurich,Belgrade,CH,RS,951.4,2,no_country_pair_in_rail_dataset
ZRH-BLL,ZRH,BLL,Zurich,Billund,CH,DK,921.9,1,no_country_pair_in_rail_dataset
ZRH-BHX,ZRH,BHX,Zurich,"Birmingham, West Midlands",CH,GB,921.1,1,no_country_pair_in_rail_dataset
ZRH-BOD,ZRH,BOD,Zurich,Bordeaux,CH,FR,770.6,1,no_country_pair_in_rail_dataset
ZRH-BDS,ZRH,BDS,Zurich,Brindisi,CH,IT,1064.3,3,no_country_pair_in_rail_dataset
ZRH-BRS,ZRH,BRS,Zurich,Bristol,CH,GB,922.9,1,no_country_pair_in_rail_dataset
ZRH-EBA,ZRH,EBA,Zurich,Campo nell'Elba (LI),CH,IT,538.9,1,no_country_pair_in_rail_dataset
ZRH-TRN,ZRH,TRN,Zurich,Caselle Torinese (TO),CH,IT,260.3,1,no_country_pair_in_rail_dataset
ZRH-CTA,ZRH,CTA,Zurich,Catania,CH,IT,1231.9,3,no_country_pair_in_rail_dataset
ZRH-LYS,ZRH,LYS,Zurich,"Colombier-Saugnieu, Rhône",CH,FR,326.9,1,no_country_pair_in_rail_dataset
ZRH-CPH,ZRH,CPH,Zurich,Copenhagen,CH,DK,950.4,2,no_country_pair_in_rail_dataset
ZRH-DUB,ZRH,DUB,Zurich,Dublin,CH,IE,1237.6,2,no_country_pair_in_rail_dataset
ZRH-DUS,ZRH,DUS,Zurich,Düsseldorf,CH,DE,445.1,3,no_distance_compatible_rail_candidate
ZRH-GRZ,ZRH,GRZ,Zurich,Feldkirchen bei Graz,CH,AT,522.8,1,no_country_pair_in_rail_dataset
ZRH-FLR,ZRH,FLR,Zurich,Firenze (FI),CH,IT,455.2,2,no_country_pair_in_rail_dataset
ZRH-FRA,ZRH,FRA,Zurich,Frankfurt am Main,CH,DE,285.6,3,no_distance_compatible_rail_candidate
ZRH-GDN,ZRH,GDN,Zurich,Gdańsk,CH,PL,1035.1,1,no_country_pair_in_rail_dataset
ZRH-IBZ,ZRH,IBZ,Zurich,Ibiza (Eivissa),CH,ES,1116.9,1,no_country_pair_in_rail_dataset
ZRH-SKP,ZRH,SKP,Zurich,Ilinden,CH,MK,1198.4,2,no_country_pair_in_rail_dataset
ZRH-CGN,ZRH,CGN,Zurich,Köln (Cologne),CH,DE,392.5,2,no_distance_compatible_rail_candidate
ZRH-SUF,ZRH,SUF,Zurich,Lamezia Terme (CZ),CH,IT,1136.2,2,no_country_pair_in_rail_dataset
ZRH-LCY,ZRH,LCY,Zurich,London,CH,GB,760.1,3,no_country_pair_in_rail_dataset
ZRH-LGW,ZRH,LGW,Zurich,London,CH,GB,753.8,1,no_country_pair_in_rail_dataset
ZRH-LHR,ZRH,LHR,Zurich,London,CH,GB,788.3,4,no_country_pair_in_rail_dataset
ZRH-LTN,ZRH,LTN,Zurich,"Luton, Luton",CH,GB,807.1,1,no_country_pair_in_rail_dataset
ZRH-LUX,ZRH,LUX,Zurich,Luxembourg,CH,LU,296.2,1,no_country_pair_in_rail_dataset
ZRH-MAD,ZRH,MAD,Zurich,Madrid,CH,ES,1238.7,3,no_country_pair_in_rail_dataset
ZRH-BNX,ZRH,BNX,Zurich,Mahovljani,CH,BA,728.7,1,no_country_pair_in_rail_dataset
ZRH-MAN,ZRH,MAN,Zurich,"Manchester, Greater Manchester",CH,GB,1007.1,1,no_country_pair_in_rail_dataset
ZRH-MUC,ZRH,MUC,Zurich,Munich,CH,DE,261.1,2,no_distance_compatible_rail_candidate
ZRH-NAP,ZRH,NAP,Zurich,Napoli,CH,IT,861.9,2,no_country_pair_in_rail_dataset
ZRH-NCE,ZRH,NCE,Zurich,"Nice, Alpes-Maritimes",CH,FR,435.0,1,no_country_pair_in_rail_dataset
ZRH-NUE,ZRH,NUE,Zurich,Nuremberg,CH,DE,293.7,2,no_distance_compatible_rail_candidate
ZRH-OLB,ZRH,OLB,Zurich,Olbia (SS),CH,IT,733.4,2,no_country_pair_in_rail_dataset
ZRH-OSL,ZRH,OSL,Zurich,Oslo (Gardermoen),CH,NO,1425.8,2,no_country_pair_in_rail_dataset
ZRH-OTP,ZRH,OTP,Zurich,Otopeni,CH,RO,1389.8,1,no_country_pair_in_rail_dataset
ZRH-PMI,ZRH,PMI,Zurich,Palma de Mallorca,CH,ES,995.5,2,no_country_pair_in_rail_dataset
ZRH-CDG,ZRH,CDG,Zurich,"Paris (Roissy-en-France, Val-d'Oise)",CH,FR,476.1,2,no_country_pair_in_rail_dataset
ZRH-TGD,ZRH,TGD,Zurich,Podgorica,CH,ME,1014.4,1,no_country_pair_in_rail_dataset
ZRH-PRN,ZRH,PRN,Zurich,Prishtina,CH,XK,1120.0,2,no_country_pair_in_rail_dataset
ZRH-RIX,ZRH,RIX,Zurich,Riga,CH,LV,1481.0,1,no_country_pair_in_rail_dataset
ZRH-FCO,ZRH,FCO,Zurich,Rome,CH,IT,693.4,3,no_country_pair_in_rail_dataset
ZRH-SZG,ZRH,SZG,Zurich,Salzburg,CH,AT,336.0,1,no_country_pair_in_rail_dataset
ZRH-SOF,ZRH,SOF,Zurich,Sofia,CH,BG,1279.3,1,no_country_pair_in_rail_dataset
ZRH-JER,ZRH,JER,Zurich,St. Peter,CH,JE,816.9,1,no_country_pair_in_rail_dataset
ZRH-ARN,ZRH,ARN,Zurich,Stockholm,CH,SE,1487.1,2,no_country_pair_in_rail_dataset
ZRH-VLC,ZRH,VLC,Zurich,Valencia,CH,ES,1145.6,1,no_country_pair_in_rail_dataset
ZRH-MLA,ZRH,MLA,Zurich,Valletta,CH,MT,1381.4,2,no_country_pair_in_rail_dataset
ZRH-VCE,ZRH,VCE,Zurich,Venezia (VE),CH,IT,363.2,1,no_country_pair_in_rail_dataset
ZRH-VIE,ZRH,VIE,Zurich,Vienna,CH,AT,603.4,5,no_country_pair_in_rail_dataset
ZRH-WAW,ZRH,WAW,Zurich,Warsaw,CH,PL,1031.5,2,no_country_pair_in_rail_dataset
ZRH-WRO,ZRH,WRO,Zurich,Wrocław,CH,PL,727.2,1,no_country_pair_in_rail_dataset
ZRH-BRU,ZRH,BRU,Zurich,Zaventem,CH,BE,483.4,2,no_country_pair_in_rail_dataset
ZRH-LJU,ZRH,LJU,Zurich,Zgornji Brnik,CH,SI,469.8,2,no_country_pair_in_rail_dataset
BRQ-STN,BRQ,STN,Brno,"London, Essex",CZ,GB,1199.8,1,no_country_pair_in_rail_dataset
OSR-STN,OSR,STN,Mošnov,"London, Essex",CZ,GB,1276.5,1,no_country_pair_in_rail_dataset
OSR-CDG,OSR,CDG,Mošnov,"Paris (Roissy-en-France, Val-d'Oise)",CZ,FR,1127.4,1,no_country_pair_in_rail_dataset
OSR-PRG,OSR,PRG,Mošnov,Prague,CZ,CZ,279.5,2,no_country_pair_in_rail_dataset
PED-LED,PED,LED,Pardubice,St. Petersburg,CZ,RU,1424.0,1,no_country_pair_in_rail_dataset
PRG-AMS,PRG,AMS,Prague,Amsterdam,CZ,NL,705.0,4,no_country_pair_in_rail_dataset
PRG-BCN,PRG,BCN,Prague,Barcelona,CZ,ES,1358.0,5,no_country_pair_in_rail_dataset
PRG-BRI,PRG,BRI,Prague,Bari,CZ,IT,1015.2,1,no_country_pair_in_rail_dataset
PRG-BEG,PRG,BEG,Prague,Belgrade,CZ,RS,742.3,1,no_country_pair_in_rail_dataset
PRG-BGO,PRG,BGO,Prague,Bergen,CZ,NO,1267.7,1,no_country_pair_in_rail_dataset
PRG-BTS,PRG,BTS,Prague,Bratislava,CZ,SK,303.7,2,no_distance_compatible_rail_candidate
PRG-BRS,PRG,BRS,Prague,Bristol,CZ,GB,1200.3,1,no_country_pair_in_rail_dataset
PRG-BSL,PRG,BSL,Prague,Bâle / Mulhouse,CZ,FR,565.7,1,no_country_pair_in_rail_dataset
PRG-CLJ,PRG,CLJ,Prague,Cluj-Napoca,CZ,RO,786.1,2,no_country_pair_in_rail_dataset
PRG-LYS,PRG,LYS,Prague,"Colombier-Saugnieu, Rhône",CZ,FR,837.9,2,no_country_pair_in_rail_dataset
PRG-CPH,PRG,CPH,Prague,Copenhagen,CZ,DK,622.8,4,no_country_pair_in_rail_dataset
PRG-DUB,PRG,DUB,Prague,Dublin,CZ,IE,1454.3,2,no_country_pair_in_rail_dataset
PRG-DUS,PRG,DUS,Prague,Düsseldorf,CZ,DE,543.8,3,no_country_pair_in_rail_dataset
PRG-EDI,PRG,EDI,Prague,Edinburgh,CZ,GB,1341.3,2,no_country_pair_in_rail_dataset
PRG-MXP,PRG,MXP,Prague,Ferno (VA),CZ,IT,645.7,3,no_country_pair_in_rail_dataset
PRG-FRA,PRG,FRA,Prague,Frankfurt am Main,CZ,DE,407.0,4,no_country_pair_in_rail_dataset
PRG-HAM,PRG,HAM,Prague,Hamburg,CZ,DE,489.8,3,no_country_pair_in_rail_dataset
PRG-HEL,PRG,HEL,Prague,Helsinki (Vantaa),CZ,FI,1319.9,3,no_country_pair_in_rail_dataset
PRG-IST,PRG,IST,Prague,Istanbul,CZ,TR,1487.6,1,no_country_pair_in_rail_dataset
PRG-CGN,PRG,CGN,Prague,Köln (Cologne),CZ,DE,510.5,1,no_country_pair_in_rail_dataset
PRG-LBA,PRG,LBA,Prague,"Leeds, West Yorkshire",CZ,GB,1164.8,1,no_country_pair_in_rail_dataset
PRG-LGW,PRG,LGW,Prague,London,CZ,GB,1024.0,1,no_country_pair_in_rail_dataset
PRG-LHR,PRG,LHR,Prague,London,CZ,GB,1044.1,2,no_country_pair_in_rail_dataset
PRG-STN,PRG,STN,Prague,"London, Essex",CZ,GB,999.8,2,no_country_pair_in_rail_dataset
PRG-LTN,PRG,LTN,Prague,"Luton, Luton",CZ,GB,1040.9,1,no_country_pair_in_rail_dataset
PRG-MAN,PRG,MAN,Prague,"Manchester, Greater Manchester",CZ,GB,1191.9,2,no_country_pair_in_rail_dataset
PRG-MRS,PRG,MRS,Prague,"Marignane, Bouches-du-Rhône",CZ,FR,1010.4,1,no_country_pair_in_rail_dataset
PRG-MSQ,PRG,MSQ,Prague,Minsk,CZ,BY,1031.0,2,no_country_pair_in_rail_dataset
PRG-OSR,PRG,OSR,Prague,Mošnov,CZ,CZ,279.5,2,no_country_pair_in_rail_dataset
PRG-MUC,PRG,MUC,Prague,Munich,CZ,DE,264.6,1,no_country_pair_in_rail_dataset
PRG-NTE,PRG,NTE,Prague,Nantes,CZ,FR,1209.0,1,no_country_pair_in_rail_dataset
PRG-NAP,PRG,NAP,Prague,Napoli,CZ,IT,1024.6,1,no_country_pair_in_rail_dataset
PRG-NCL,PRG,NCL,Prague,"Newcastle upon Tyne, Tyne and Wear",CZ,GB,1205.9,1,no_country_pair_in_rail_dataset
PRG-NCE,PRG,NCE,Prague,"Nice, Alpes-Maritimes",CZ,FR,893.5,2,no_country_pair_in_rail_dataset
PRG-EMA,PRG,EMA,Prague,"Nottingham, Leicestershire",CZ,GB,1119.1,1,no_country_pair_in_rail_dataset
PRG-BGY,PRG,BGY,Prague,Orio al Serio (BG),CZ,IT,598.1,1,no_country_pair_in_rail_dataset
PRG-OSL,PRG,OSL,Prague,Oslo (Gardermoen),CZ,NO,1139.8,2,no_country_pair_in_rail_dataset
PRG-OTP,PRG,OTP,Prague,Otopeni,CZ,RO,1081.7,3,no_country_pair_in_rail_dataset
PRG-PMI,PRG,PMI,Prague,Palma de Mallorca,CZ,ES,1480.2,2,no_country_pair_in_rail_dataset
PRG-ORY,PRG,ORY,Prague,"Paris (Orly, Val-de-Marne)",CZ,FR,873.3,1,no_country_pair_in_rail_dataset
PRG-CDG,PRG,CDG,Prague,"Paris (Roissy-en-France, Val-d'Oise)",CZ,FR,852.2,5,no_country_pair_in_rail_dataset
PRG-PSA,PRG,PSA,Prague,Pisa (PI),CZ,IT,771.4,2,no_country_pair_in_rail_dataset
PRG-RIX,PRG,RIX,Prague,Riga,CZ,LV,991.8,2,no_country_pair_in_rail_dataset
PRG-FCO,PRG,FCO,Prague,Rome,CZ,IT,935.4,7,no_country_pair_in_rail_dataset
PRG-RTM,PRG,RTM,Prague,Rotterdam,CZ,NL,716.6,1,no_country_pair_in_rail_dataset
PRG-LIN,PRG,LIN,Prague,Segrate (MI),CZ,IT,637.4,1,no_country_pair_in_rail_dataset
PRG-SOF,PRG,SOF,Prague,Sofia,CZ,BG,1080.5,2,no_country_pair_in_rail_dataset
PRG-SPU,PRG,SPU,Prague,Split,CZ,HR,745.9,1,no_country_pair_in_rail_dataset
PRG-LED,PRG,LED,Prague,St. Petersburg,CZ,RU,1478.2,2,no_country_pair_in_rail_dataset
PRG-ARN,PRG,ARN,Prague,Stockholm,CZ,SE,1086.9,5,no_country_pair_in_rail_dataset
PRG-SXB,PRG,SXB,Prague,Strasbourg,CZ,FR,510.9,2,no_country_pair_in_rail_dataset
PRG-TSF,PRG,TSF,Prague,Treviso (TV),CZ,IT,518.5,1,no_country_pair_in_rail_dataset
PRG-VCE,PRG,VCE,Prague,Venezia (VE),CZ,IT,530.5,2,no_country_pair_in_rail_dataset
PRG-VIE,PRG,VIE,Prague,Vienna,CZ,AT,277.9,1,no_country_pair_in_rail_dataset
PRG-VNO,PRG,VNO,Prague,Vilnius,CZ,LT,900.9,1,no_country_pair_in_rail_dataset
PRG-LJU,PRG,LJU,Prague,Zgornji Brnik,CZ,SI,431.4,1,no_country_pair_in_rail_dataset
BRE-AMS,BRE,AMS,Bremen,Amsterdam,DE,NL,283.5,2,no_country_pair_in_rail_dataset
BRE-CPH,BRE,CPH,Bremen,Copenhagen,DE,DK,380.1,1,no_country_pair_in_rail_dataset
BRE-DUB,BRE,DUB,Bremen,Dublin,DE,IE,1000.7,1,no_country_pair_in_rail_dataset
BRE-EDI,BRE,EDI,Bremen,Edinburgh,DE,GB,847.6,1,no_country_pair_in_rail_dataset
BRE-GRO,BRE,GRO,Bremen,Girona,DE,ES,1318.0,1,no_country_pair_in_rail_dataset
BRE-HAU,BRE,HAU,Bremen,Karmøy,DE,NO,734.3,1,no_country_pair_in_rail_dataset
BRE-STN,BRE,STN,Bremen,"London, Essex",DE,GB,593.3,1,no_country_pair_in_rail_dataset
BRE-MAN,BRE,MAN,Bremen,"Manchester, Greater Manchester",DE,GB,737.3,1,no_country_pair_in_rail_dataset
BRE-RIX,BRE,RIX,Bremen,Riga,DE,LV,1057.2,1,no_country_pair_in_rail_dataset
BRE-TLL,BRE,TLL,Bremen,Tallinn,DE,EE,1213.4,1,no_country_pair_in_rail_dataset
BRE-TMP,BRE,TMP,Bremen,Tampere / Pirkkala,DE,FI,1282.9,1,no_country_pair_in_rail_dataset
BRE-VNO,BRE,VNO,Bremen,Vilnius,DE,LT,1094.0,1,no_country_pair_in_rail_dataset
PAD-PMI,PAD,PMI,Büren,Palma de Mallorca,DE,ES,1415.8,2,no_country_pair_in_rail_dataset
KSF-PMI,KSF,PMI,Calden,Palma de Mallorca,DE,ES,1416.3,1,no_country_pair_in_rail_dataset
DTM-BCN,DTM,BCN,Dortmund,Barcelona,DE,ES,1212.3,2,no_country_pair_in_rail_dataset
DTM-BEG,DTM,BEG,Dortmund,Belgrade,DE,RS,1197.8,1,no_country_pair_in_rail_dataset
DTM-CLJ,DTM,CLJ,Dortmund,Cluj-Napoca,DE,RO,1278.4,1,no_country_pair_in_rail_dataset
DTM-GRO,DTM,GRO,Dortmund,Girona,DE,ES,1130.5,1,no_country_pair_in_rail_dataset
DTM-STN,DTM,STN,Dortmund,"London, Essex",DE,GB,509.8,1,no_country_pair_in_rail_dataset
DTM-LTN,DTM,LTN,Dortmund,"Luton, Luton",DE,GB,551.2,1,no_country_pair_in_rail_dataset
DTM-LWO,DTM,LWO,Dortmund,Lviv,DE,UA,1164.9,1,no_country_pair_in_rail_dataset
DTM-PMI,DTM,PMI,Dortmund,Palma de Mallorca,DE,ES,1382.9,3,no_country_pair_in_rail_dataset
DTM-TSR,DTM,TSR,Dortmund,Timişoara,DE,RO,1188.4,1,no_country_pair_in_rail_dataset
DTM-VNO,DTM,VNO,Dortmund,Vilnius,DE,LT,1226.6,1,no_country_pair_in_rail_dataset
DRS-BCN,DRS,BCN,Dresden,Barcelona,DE,ES,1412.6,2,no_country_pair_in_rail_dataset
DRS-CFU,DRS,CFU,Dresden,Kerkyra (Corfu),DE,GR,1368.1,1,no_country_pair_in_rail_dataset
DRS-LCY,DRS,LCY,Dresden,London,DE,GB,952.4,2,no_country_pair_in_rail_dataset
DUS-BCN,DUS,BCN,Düsseldorf,Barcelona,DE,ES,1167.4,4,no_country_pair_in_rail_dataset
DUS-BEG,DUS,BEG,Düsseldorf,Belgrade,DE,RS,1234.2,2,no_country_pair_in_rail_dataset
DUS-BIO,DUS,BIO,Düsseldorf,Bilbao,DE,ES,1147.6,1,no_country_pair_in_rail_dataset
DUS-BLL,DUS,BLL,Düsseldorf,Billund,DE,DK,519.4,1,no_country_pair_in_rail_dataset
DUS-BHX,DUS,BHX,Düsseldorf,"Birmingham, West Midlands",DE,GB,598.4,2,no_country_pair_in_rail_dataset
DUS-BSL,DUS,BSL,Düsseldorf,Bâle / Mulhouse,DE,FR,413.8,1,no_distance_compatible_rail_candidate
DUS-CWL,DUS,CWL,Düsseldorf,Cardiff,DE,GB,701.8,1,no_country_pair_in_rail_dataset
DUS-CPH,DUS,CPH,Düsseldorf,Copenhagen,DE,DK,619.0,4,no_country_pair_in_rail_dataset
DUS-DUB,DUS,DUB,Düsseldorf,Dublin,DE,IE,914.7,2,no_country_pair_in_rail_dataset
DUS-EXT,DUS,EXT,Düsseldorf,"Exeter, Devon",DE,GB,714.3,1,no_country_pair_in_rail_dataset
DUS-GLA,DUS,GLA,Düsseldorf,Glasgow,DE,GB,896.2,1,no_country_pair_in_rail_dataset
DUS-IBZ,DUS,IBZ,Düsseldorf,Ibiza (Eivissa),DE,ES,1443.1,3,no_country_pair_in_rail_dataset
DUS-LBA,DUS,LBA,Düsseldorf,"Leeds, West Yorkshire",DE,GB,636.9,1,no_country_pair_in_rail_dataset
DUS-LCY,DUS,LCY,Düsseldorf,London,DE,GB,466.1,1,no_country_pair_in_rail_dataset
DUS-LGW,DUS,LGW,Düsseldorf,London,DE,GB,484.3,1,no_country_pair_in_rail_dataset
DUS-LHR,DUS,LHR,Düsseldorf,London,DE,GB,501.8,3,no_country_pair_in_rail_dataset
DUS-STN,DUS,STN,Düsseldorf,"London, Essex",DE,GB,455.9,1,no_country_pair_in_rail_dataset
DUS-MAD,DUS,MAD,Düsseldorf,Madrid,DE,ES,1439.6,3,no_country_pair_in_rail_dataset
DUS-MAH,DUS,MAH,Düsseldorf,Mahón (Maó),DE,ES,1285.8,1,no_country_pair_in_rail_dataset
DUS-MAN,DUS,MAN,Düsseldorf,"Manchester, Greater Manchester",DE,GB,655.6,2,no_country_pair_in_rail_dataset
DUS-NCL,DUS,NCL,Düsseldorf,"Newcastle upon Tyne, Tyne and Wear",DE,GB,700.3,1,no_country_pair_in_rail_dataset
DUS-NQY,DUS,NQY,Düsseldorf,Newquay,DE,GB,829.9,1,no_country_pair_in_rail_dataset
