route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,unmatched_reason
CIA-CLJ,CIA,CLJ,Rome,Cluj-Napoca,IT,RO,1041.0,1,no_country_pair_in_rail_dataset
FCO-LYS,FCO,LYS,Rome,"Colombier-Saugnieu, Rhône",IT,FR,721.3,4,no_country_pair_in_rail_dataset
FCO-DBV,FCO,DBV,Rome,Dubrovnik,IT,HR,502.5,1,no_country_pair_in_rail_dataset
CIA-EIN,CIA,EIN,Rome,Eindhoven,IT,NL,1205.2,1,no_country_pair_in_rail_dataset
FCO-GDN,FCO,GDN,Rome,Gdańsk,IT,PL,1470.9,1,no_country_pair_in_rail_dataset
FCO-GVA,FCO,GVA,Rome,Geneva,IT,CH,695.5,4,no_country_pair_in_rail_dataset
FCO-IAS,FCO,IAS,Rome,Iaşi,IT,RO,1354.6,2,no_country_pair_in_rail_dataset
CIA-IBZ,CIA,IBZ,Rome,Ibiza (Eivissa),IT,ES,1004.4,1,no_country_pair_in_rail_dataset
FCO-SKP,FCO,SKP,Rome,Ilinden,IT,MK,775.6,1,no_country_pair_in_rail_dataset
FCO-IST,FCO,IST,Rome,Istanbul,IT,TR,1370.8,2,no_country_pair_in_rail_dataset
FCO-RZE,FCO,RZE,Rome,Jasionka,IT,PL,1191.0,1,no_country_pair_in_rail_dataset
CIA-KTW,CIA,KTW,Rome,Katowice,IT,PL,1085.6,1,no_country_pair_in_rail_dataset
CIA-CFU,CIA,CFU,Rome,Kerkyra (Corfu),IT,GR,663.2,1,no_country_pair_in_rail_dataset
FCO-LCY,FCO,LCY,Rome,London,IT,GB,1421.0,2,no_country_pair_in_rail_dataset
FCO-LGW,FCO,LGW,Rome,London,IT,GB,1405.7,3,no_country_pair_in_rail_dataset
FCO-LHR,FCO,LHR,Rome,London,IT,GB,1444.1,3,no_country_pair_in_rail_dataset
CIA-STN,CIA,STN,Rome,"London, Essex",IT,GB,1459.4,1,no_country_pair_in_rail_dataset
FCO-LUZ,FCO,LUZ,Rome,Lublin,IT,PL,1316.9,1,no_country_pair_in_rail_dataset
FCO-LTN,FCO,LTN,Rome,"Luton, Luton",IT,GB,1470.7,1,no_country_pair_in_rail_dataset
FCO-LUX,FCO,LUX,Rome,Luxembourg,IT,LU,987.4,2,no_country_pair_in_rail_dataset
FCO-LWO,FCO,LWO,Rome,Lviv,IT,UA,1268.4,1,no_country_pair_in_rail_dataset
CIA-MAD,CIA,MAD,Rome,Madrid,IT,ES,1359.5,1,no_country_pair_in_rail_dataset
FCO-MAD,FCO,MAD,Rome,Madrid,IT,ES,1331.0,3,no_country_pair_in_rail_dataset
CIA-MRS,CIA,MRS,Rome,"Marignane, Bouches-du-Rhône",IT,FR,630.8,1,no_country_pair_in_rail_dataset
FCO-MRS,FCO,MRS,Rome,"Marignane, Bouches-du-Rhône",IT,FR,603.7,2,no_country_pair_in_rail_dataset
FCO-MPL,FCO,MPL,Rome,Montpellier/Méditerranée,IT,FR,705.2,2,no_country_pair_in_rail_dataset
FCO-NTE,FCO,NTE,Rome,Nantes,IT,FR,1247.8,4,no_country_pair_in_rail_dataset
FCO-NCE,FCO,NCE,Rome,"Nice, Alpes-Maritimes",IT,FR,460.0,3,no_country_pair_in_rail_dataset
CIA-WMI,CIA,WMI,Rome,Nowy Dwór Mazowiecki,IT,PL,1330.2,1,no_country_pair_in_rail_dataset
CIA-OTP,CIA,OTP,Rome,Otopeni,IT,RO,1136.2,1,no_country_pair_in_rail_dataset
FCO-OTP,FCO,OTP,Rome,Otopeni,IT,RO,1162.7,3,no_country_pair_in_rail_dataset
CIA-PMI,CIA,PMI,Rome,Palma de Mallorca,IT,ES,867.4,1,no_country_pair_in_rail_dataset
FCO-ORY,FCO,ORY,Rome,"Paris (Orly, Val-de-Marne)",IT,FR,1090.2,3,no_country_pair_in_rail_dataset
FCO-CDG,FCO,CDG,Rome,"Paris (Roissy-en-France, Val-d'Oise)",IT,FR,1100.5,3,no_country_pair_in_rail_dataset
FCO-TGD,FCO,TGD,Rome,Podgorica,IT,ME,580.8,2,no_country_pair_in_rail_dataset
CIA-POZ,CIA,POZ,Rome,Poznań,IT,PL,1223.2,1,no_country_pair_in_rail_dataset
FCO-PRG,FCO,PRG,Rome,Prague,IT,CZ,935.4,7,no_country_pair_in_rail_dataset
FCO-TIA,FCO,TIA,Rome,Rinas,IT,AL,622.2,2,no_country_pair_in_rail_dataset
FCO-RTM,FCO,RTM,Rome,Rotterdam,IT,NL,1273.9,1,no_country_pair_in_rail_dataset
CIA-SDR,CIA,SDR,Rome,Santander,IT,ES,1353.2,1,no_country_pair_in_rail_dataset
FCO-SOF,FCO,SOF,Rome,Sofia,IT,BG,923.7,3,no_country_pair_in_rail_dataset
FCO-ATH,FCO,ATH,Rome,Spata-Artemida,IT,GR,1085.4,5,no_country_pair_in_rail_dataset
FCO-SPU,FCO,SPU,Rome,Split,IT,HR,382.8,1,no_country_pair_in_rail_dataset
FCO-SXB,FCO,SXB,Rome,Strasbourg,IT,FR,831.5,3,no_country_pair_in_rail_dataset
CIA-SKG,CIA,SKG,Rome,Thessaloniki,IT,GR,879.5,1,no_country_pair_in_rail_dataset
FCO-SKG,FCO,SKG,Rome,Thessaloniki,IT,GR,907.9,2,no_country_pair_in_rail_dataset
CIA-TSR,CIA,TSR,Rome,Timişoara,IT,RO,830.6,1,no_country_pair_in_rail_dataset
FCO-TLS,FCO,TLS,Rome,Toulouse/Blagnac,IT,FR,911.6,3,no_country_pair_in_rail_dataset
CIA-VLC,CIA,VLC,Rome,Valencia,IT,ES,1131.5,1,no_country_pair_in_rail_dataset
FCO-VLC,FCO,VLC,Rome,Valencia,IT,ES,1103.5,3,no_country_pair_in_rail_dataset
FCO-MLA,FCO,MLA,Rome,Valletta,IT,MT,690.3,4,no_country_pair_in_rail_dataset
FCO-WAW,FCO,WAW,Rome,Warsaw,IT,PL,1326.1,2,no_country_pair_in_rail_dataset
CIA-WRO,CIA,WRO,Rome,Wrocław,IT,PL,1085.0,1,no_country_pair_in_rail_dataset
FCO-ZRH,FCO,ZRH,Rome,Zurich,IT,CH,693.4,3,no_country_pair_in_rail_dataset
TRS-BVA,TRS,BVA,Ronchi dei Legionari/Trieste,Beauvais,IT,FR,940.1,1,no_country_pair_in_rail_dataset
TRS-STN,TRS,STN,Ronchi dei Legionari/Trieste,"London, Essex",IT,GB,1176.5,1,no_country_pair_in_rail_dataset
TRS-MUC,TRS,MUC,Ronchi dei Legionari/Trieste,Munich,IT,DE,308.3,1,no_distance_compatible_rail_candidate
TRS-VLC,TRS,VLC,Ronchi dei Legionari/Trieste,Valencia,IT,ES,1337.9,1,no_country_pair_in_rail_dataset
LIN-AMS,LIN,AMS,Segrate (MI),Amsterdam,IT,NL,831.1,3,no_country_pair_in_rail_dataset
LIN-BCN,LIN,BCN,Segrate (MI),Barcelona,IT,ES,742.0,1,no_country_pair_in_rail_dataset
LIN-CPH,LIN,CPH,Segrate (MI),Copenhagen,IT,DK,1155.7,1,no_country_pair_in_rail_dataset
LIN-DUB,LIN,DUB,Segrate (MI),Dublin,IT,IE,1426.8,1,no_country_pair_in_rail_dataset
LIN-LCY,LIN,LCY,Segrate (MI),London,IT,GB,955.8,2,no_country_pair_in_rail_dataset
LIN-LGW,LIN,LGW,Segrate (MI),London,IT,GB,943.2,1,no_country_pair_in_rail_dataset
LIN-LHR,LIN,LHR,Segrate (MI),London,IT,GB,980.5,4,no_country_pair_in_rail_dataset
LIN-MAD,LIN,MAD,Segrate (MI),Madrid,IT,ES,1179.6,1,no_country_pair_in_rail_dataset
LIN-OTP,LIN,OTP,Segrate (MI),Otopeni,IT,RO,1323.9,2,no_country_pair_in_rail_dataset
LIN-ORY,LIN,ORY,Segrate (MI),"Paris (Orly, Val-de-Marne)",IT,FR,638.1,3,no_country_pair_in_rail_dataset
LIN-CDG,LIN,CDG,Segrate (MI),"Paris (Roissy-en-France, Val-d'Oise)",IT,FR,643.6,3,no_country_pair_in_rail_dataset
LIN-PRG,LIN,PRG,Segrate (MI),Prague,IT,CZ,637.4,1,no_country_pair_in_rail_dataset
LIN-MLA,LIN,MLA,Segrate (MI),Valletta,IT,MT,1153.8,2,no_country_pair_in_rail_dataset
LIN-WAW,LIN,WAW,Segrate (MI),Warsaw,IT,PL,1134.0,1,no_country_pair_in_rail_dataset
TPS-KRK,TPS,KRK,Trapani (TP),Balice,IT,PL,1471.7,1,no_country_pair_in_rail_dataset
TPS-BTS,TPS,BTS,Trapani (TP),Bratislava,IT,SK,1203.0,1,no_country_pair_in_rail_dataset
TPS-GRO,TPS,GRO,Trapani (TP),Girona,IT,ES,940.1,1,no_country_pair_in_rail_dataset
TPS-MLA,TPS,MLA,Trapani (TP),Valletta,IT,MT,290.7,1,no_country_pair_in_rail_dataset
TSF-BCN,TSF,BCN,Treviso (TV),Barcelona,IT,ES,947.9,1,no_country_pair_in_rail_dataset
TSF-BVA,TSF,BVA,Treviso (TV),Beauvais,IT,FR,865.9,1,no_country_pair_in_rail_dataset
TSF-BLL,TSF,BLL,Treviso (TV),Billund,IT,DK,1142.1,1,no_country_pair_in_rail_dataset
TSF-BRS,TSF,BRS,Treviso (TV),Bristol,IT,GB,1266.5,1,no_country_pair_in_rail_dataset
TSF-BUD,TSF,BUD,Treviso (TV),Budapest,IT,HU,575.5,1,no_country_pair_in_rail_dataset
TSF-CLJ,TSF,CLJ,Treviso (TV),Cluj-Napoca,IT,RO,892.3,1,no_country_pair_in_rail_dataset
TSF-EIN,TSF,EIN,Treviso (TV),Eindhoven,IT,NL,816.7,1,no_country_pair_in_rail_dataset
TSF-SKP,TSF,SKP,Treviso (TV),Ilinden,IT,MK,859.9,1,no_country_pair_in_rail_dataset
TSF-LBA,TSF,LBA,Treviso (TV),"Leeds, West Yorkshire",IT,GB,1346.8,1,no_country_pair_in_rail_dataset
TSF-STN,TSF,STN,Treviso (TV),"London, Essex",IT,GB,1115.3,1,no_country_pair_in_rail_dataset
TSF-LWO,TSF,LWO,Treviso (TV),Lviv,IT,UA,992.6,1,no_country_pair_in_rail_dataset
TSF-EMA,TSF,EMA,Treviso (TV),"Nottingham, Leicestershire",IT,GB,1262.0,1,no_country_pair_in_rail_dataset
TSF-NYO,TSF,NYO,Treviso (TV),Nyköping,IT,SE,1495.2,1,no_country_pair_in_rail_dataset
TSF-OTP,TSF,OTP,Treviso (TV),Otopeni,IT,RO,1096.6,1,no_country_pair_in_rail_dataset
TSF-PRG,TSF,PRG,Treviso (TV),Prague,IT,CZ,518.5,1,no_country_pair_in_rail_dataset
TSF-TSR,TSF,TSR,Treviso (TV),Timişoara,IT,RO,709.6,1,no_country_pair_in_rail_dataset
TSF-VLC,TSF,VLC,Treviso (TV),Valencia,IT,ES,1241.3,1,no_country_pair_in_rail_dataset
TSF-MLA,TSF,MLA,Treviso (TV),Valletta,IT,MT,1106.9,1,no_country_pair_in_rail_dataset
VCE-AMS,VCE,AMS,Venezia (VE),Amsterdam,IT,NL,936.9,3,no_country_pair_in_rail_dataset
VCE-BCN,VCE,BCN,Venezia (VE),Barcelona,IT,ES,951.7,2,no_country_pair_in_rail_dataset
VCE-BIO,VCE,BIO,Venezia (VE),Bilbao,IT,ES,1235.0,1,no_country_pair_in_rail_dataset
VCE-BHX,VCE,BHX,Venezia (VE),"Birmingham, West Midlands",IT,GB,1283.1,1,no_country_pair_in_rail_dataset
VCE-BOD,VCE,BOD,Venezia (VE),Bordeaux,IT,FR,1026.1,1,no_country_pair_in_rail_dataset
VCE-BSL,VCE,BSL,Venezia (VE),Bâle / Mulhouse,IT,FR,436.6,1,no_country_pair_in_rail_dataset
VCE-LYS,VCE,LYS,Venezia (VE),"Colombier-Saugnieu, Rhône",IT,FR,565.1,3,no_country_pair_in_rail_dataset
VCE-CPH,VCE,CPH,Venezia (VE),Copenhagen,IT,DK,1124.7,4,no_country_pair_in_rail_dataset
VCE-DBV,VCE,DBV,Venezia (VE),Dubrovnik,IT,HR,574.7,1,no_country_pair_in_rail_dataset
VCE-EIN,VCE,EIN,Venezia (VE),Eindhoven,IT,NL,836.8,1,no_country_pair_in_rail_dataset
VCE-GVA,VCE,GVA,Venezia (VE),Geneva,IT,CH,490.0,1,no_country_pair_in_rail_dataset
VCE-IST,VCE,IST,Venezia (VE),Istanbul,IT,TR,1401.6,1,no_country_pair_in_rail_dataset
VCE-LBA,VCE,LBA,Venezia (VE),"Leeds, West Yorkshire",IT,GB,1366.8,1,no_country_pair_in_rail_dataset
VCE-LIL,VCE,LIL,Venezia (VE),Lesquin,IT,FR,887.5,1,no_country_pair_in_rail_dataset
VCE-LCY,VCE,LCY,Venezia (VE),London,IT,GB,1122.7,1,no_country_pair_in_rail_dataset
VCE-LGW,VCE,LGW,Venezia (VE),London,IT,GB,1117.0,4,no_country_pair_in_rail_dataset
VCE-LHR,VCE,LHR,Venezia (VE),London,IT,GB,1151.3,2,no_country_pair_in_rail_dataset
VCE-LTN,VCE,LTN,Venezia (VE),"Luton, Luton",IT,GB,1169.2,1,no_country_pair_in_rail_dataset
VCE-MAD,VCE,MAD,Venezia (VE),Madrid,IT,ES,1406.7,1,no_country_pair_in_rail_dataset
VCE-MAN,VCE,MAN,Venezia (VE),"Manchester, Greater Manchester",IT,GB,1366.8,4,no_country_pair_in_rail_dataset
VCE-MRS,VCE,MRS,Venezia (VE),"Marignane, Bouches-du-Rhône",IT,FR,611.1,2,no_country_pair_in_rail_dataset
VCE-MUC,VCE,MUC,Venezia (VE),Munich,IT,DE,319.6,2,no_distance_compatible_rail_candidate
VCE-NTE,VCE,NTE,Venezia (VE),Nantes,IT,FR,1086.1,2,no_country_pair_in_rail_dataset
VCE-NCL,VCE,NCL,Venezia (VE),"Newcastle upon Tyne, Tyne and Wear",IT,GB,1450.6,1,no_country_pair_in_rail_dataset
VCE-NCE,VCE,NCE,Venezia (VE),"Nice, Alpes-Maritimes",IT,FR,455.5,3,no_country_pair_in_rail_dataset
VCE-ORY,VCE,ORY,Venezia (VE),"Paris (Orly, Val-de-Marne)",IT,FR,836.0,2,no_country_pair_in_rail_dataset
VCE-CDG,VCE,CDG,Venezia (VE),"Paris (Roissy-en-France, Val-d'Oise)",IT,FR,834.9,3,no_country_pair_in_rail_dataset
VCE-PRG,VCE,PRG,Venezia (VE),Prague,IT,CZ,530.5,2,no_country_pair_in_rail_dataset
VCE-TIA,VCE,TIA,Venezia (VE),Rinas,IT,AL,748.2,3,no_country_pair_in_rail_dataset
VCE-JTR,VCE,JTR,Venezia (VE),Santorini Island,IT,GR,1493.2,1,no_country_pair_in_rail_dataset
VCE-SEN,VCE,SEN,Venezia (VE),"Southend-on-Sea, Essex",IT,GB,1089.4,1,no_country_pair_in_rail_dataset
VCE-ATH,VCE,ATH,Venezia (VE),Spata-Artemida,IT,GR,1276.0,2,no_country_pair_in_rail_dataset
VCE-TLS,VCE,TLS,Venezia (VE),Toulouse/Blagnac,IT,FR,894.3,2,no_country_pair_in_rail_dataset
VCE-ZRH,VCE,ZRH,Venezia (VE),Zurich,IT,CH,363.2,1,no_country_pair_in_rail_dataset
JER-AMS,JER,AMS,St. Peter,Amsterdam,JE,NL,598.3,1,no_country_pair_in_rail_dataset
JER-BHX,JER,BHX,St. Peter,"Birmingham, West Midlands",JE,GB,362.3,1,no_country_pair_in_rail_dataset
JER-CWL,JER,CWL,St. Peter,Cardiff,JE,GB,256.7,3,no_country_pair_in_rail_dataset
JER-ORK,JER,ORK,St. Peter,Cork,JE,IE,532.5,1,no_country_pair_in_rail_dataset
JER-DUB,JER,DUB,St. Peter,Dublin,JE,IE,547.6,1,no_country_pair_in_rail_dataset
JER-DUS,JER,DUS,St. Peter,Düsseldorf,JE,DE,677.5,1,no_country_pair_in_rail_dataset
JER-EDI,JER,EDI,St. Peter,Edinburgh,JE,GB,753.9,1,no_country_pair_in_rail_dataset
JER-FRA,JER,FRA,St. Peter,Frankfurt am Main,JE,DE,779.4,1,no_country_pair_in_rail_dataset
JER-GVA,JER,GVA,St. Peter,Geneva,JE,CH,703.0,1,no_country_pair_in_rail_dataset
JER-GLA,JER,GLA,St. Peter,Glasgow,JE,GB,756.2,2,no_country_pair_in_rail_dataset
JER-HUY,JER,HUY,St. Peter,"Grimsby, Lincolnshire",JE,GB,502.3,1,no_country_pair_in_rail_dataset
JER-HAJ,JER,HAJ,St. Peter,Hannover,JE,DE,908.0,1,no_country_pair_in_rail_dataset
JER-LBA,JER,LBA,St. Peter,"Leeds, West Yorkshire",JE,GB,519.3,1,no_country_pair_in_rail_dataset
JER-LPL,JER,LPL,St. Peter,Liverpool,JE,GB,461.1,1,no_country_pair_in_rail_dataset
JER-LCY,JER,LCY,St. Peter,London,JE,GB,301.2,1,no_country_pair_in_rail_dataset
JER-LGW,JER,LGW,St. Peter,London,JE,GB,258.9,2,no_country_pair_in_rail_dataset
JER-STN,JER,STN,St. Peter,"London, Essex",JE,GB,343.6,1,no_country_pair_in_rail_dataset
JER-MAN,JER,MAN,St. Peter,"Manchester, Greater Manchester",JE,GB,460.5,2,no_country_pair_in_rail_dataset
JER-NCL,JER,NCL,St. Peter,"Newcastle upon Tyne, Tyne and Wear",JE,GB,649.2,1,no_country_pair_in_rail_dataset
JER-NWI,JER,NWI,St. Peter,"Norwich, Norfolk",JE,GB,456.0,1,no_country_pair_in_rail_dataset
JER-EMA,JER,EMA,St. Peter,"Nottingham, Leicestershire",JE,GB,407.4,1,no_country_pair_in_rail_dataset
JER-CDG,JER,CDG,St. Peter,"Paris (Roissy-en-France, Val-d'Oise)",JE,FR,346.4,1,no_country_pair_in_rail_dataset
JER-SEN,JER,SEN,St. Peter,"Southend-on-Sea, Essex",JE,GB,333.1,1,no_country_pair_in_rail_dataset
JER-STR,JER,STR,St. Peter,Stuttgart,JE,DE,835.0,1,no_country_pair_in_rail_dataset
JER-ZRH,JER,ZRH,St. Peter,Zurich,JE,CH,816.9,1,no_country_pair_in_rail_dataset
KUN-HHN,KUN,HHN,Kaunas,Frankfurt am Main (Lautzenhausen),LT,DE,1264.9,1,no_country_pair_in_rail_dataset
PLQ-CPH,PLQ,CPH,Palanga,Copenhagen,LT,DK,528.6,1,no_country_pair_in_rail_dataset
PLQ-OSL,PLQ,OSL,Palanga,Oslo (Gardermoen),LT,NO,750.6,1,no_country_pair_in_rail_dataset
VNO-BGO,VNO,BGO,Vilnius,Bergen,LT,NO,1347.6,1,no_country_pair_in_rail_dataset
VNO-BRE,VNO,BRE,Vilnius,Bremen,LT,DE,1094.0,1,no_country_pair_in_rail_dataset
VNO-CRL,VNO,CRL,Vilnius,Charleroi,LT,BE,1476.2,1,no_country_pair_in_rail_dataset
VNO-CPH,VNO,CPH,Vilnius,Copenhagen,LT,DK,809.2,2,no_country_pair_in_rail_dataset
VNO-DTM,VNO,DTM,Vilnius,Dortmund,LT,DE,1226.6,1,no_country_pair_in_rail_dataset
VNO-EIN,VNO,EIN,Vilnius,Eindhoven,LT,NL,1372.2,1,no_country_pair_in_rail_dataset
VNO-FRA,VNO,FRA,Vilnius,Frankfurt am Main,LT,DE,1242.8,2,no_country_pair_in_rail_dataset
VNO-HEL,VNO,HEL,Vilnius,Helsinki (Vantaa),LT,FI,632.4,2,no_country_pair_in_rail_dataset
VNO-DME,VNO,DME,Vilnius,Moscow,LT,RU,808.0,1,no_country_pair_in_rail_dataset
VNO-SVO,VNO,SVO,Vilnius,Moscow,LT,RU,780.8,1,no_country_pair_in_rail_dataset
VNO-VKO,VNO,VKO,Vilnius,Moscow,LT,RU,768.1,1,no_country_pair_in_rail_dataset
VNO-MUC,VNO,MUC,Vilnius,Munich,LT,DE,1163.5,1,no_country_pair_in_rail_dataset
VNO-BGY,VNO,BGY,Vilnius,Orio al Serio (BG),LT,IT,1485.8,2,no_country_pair_in_rail_dataset
VNO-OSL,VNO,OSL,Vilnius,Oslo (Gardermoen),LT,NO,1047.1,1,no_country_pair_in_rail_dataset
VNO-PRG,VNO,PRG,Vilnius,Prague,LT,CZ,900.9,1,no_country_pair_in_rail_dataset
VNO-RIX,VNO,RIX,Vilnius,Riga,LT,LV,267.2,1,no_country_pair_in_rail_dataset
VNO-TRF,VNO,TRF,Vilnius,Sandefjord(Torp),LT,NO,1040.0,1,no_country_pair_in_rail_dataset
VNO-LED,VNO,LED,Vilnius,St. Petersburg,LT,RU,647.5,1,no_country_pair_in_rail_dataset
VNO-SVG,VNO,SVG,Vilnius,Stavanger,LT,NO,1281.4,1,no_country_pair_in_rail_dataset
VNO-ARN,VNO,ARN,Vilnius,Stockholm,LT,SE,711.8,2,no_country_pair_in_rail_dataset
VNO-TLL,VNO,TLL,Vilnius,Tallinn,LT,EE,532.1,3,no_country_pair_in_rail_dataset
VNO-VIE,VNO,VIE,Vilnius,Vienna,LT,AT,943.2,1,no_country_pair_in_rail_dataset
VNO-WAW,VNO,WAW,Vilnius,Warsaw,LT,PL,396.5,1,no_country_pair_in_rail_dataset
VNO-BRU,VNO,BRU,Vilnius,Zaventem,LT,BE,1453.6,4,no_country_pair_in_rail_dataset
VNO-AES,VNO,AES,Vilnius,Ålesund,LT,NO,1408.9,1,no_country_pair_in_rail_dataset
LUX-AJA,LUX,AJA,Luxembourg,Ajaccio,LU,FR,879.7,1,no_country_pair_in_rail_dataset
LUX-AMS,LUX,AMS,Luxembourg,Amsterdam,LU,NL,315.0,1,no_country_pair_in_rail_dataset
LUX-BCN,LUX,BCN,Luxembourg,Barcelona,LU,ES,980.3,3,no_country_pair_in_rail_dataset
LUX-BIA,LUX,BIA,Luxembourg,Bastia,LU,FR,825.9,1,no_country_pair_in_rail_dataset
LUX-CAG,LUX,CAG,Luxembourg,Cagliari,LU,IT,1175.3,1,no_country_pair_in_rail_dataset
LUX-CLY,LUX,CLY,Luxembourg,Calvi,LU,FR,813.7,1,no_country_pair_in_rail_dataset
LUX-CPH,LUX,CPH,Luxembourg,Copenhagen,LU,DK,794.9,2,no_country_pair_in_rail_dataset
LUX-DUB,LUX,DUB,Luxembourg,Dublin,LU,IE,959.2,1,no_country_pair_in_rail_dataset
LUX-DBV,LUX,DBV,Luxembourg,Dubrovnik,LU,HR,1214.4,1,no_country_pair_in_rail_dataset
LUX-MXP,LUX,MXP,Luxembourg,Ferno (VA),LU,IT,482.6,3,no_country_pair_in_rail_dataset
LUX-FSC,LUX,FSC,Luxembourg,Figari,LU,FR,930.8,1,no_country_pair_in_rail_dataset
LUX-GVA,LUX,GVA,Luxembourg,Geneva,LU,CH,376.9,1,no_country_pair_in_rail_dataset
LUX-IBZ,LUX,IBZ,Luxembourg,Ibiza (Eivissa),LU,ES,1255.7,1,no_country_pair_in_rail_dataset
LUX-LCY,LUX,LCY,Luxembourg,London,LU,GB,482.2,1,no_country_pair_in_rail_dataset
LUX-LGW,LUX,LGW,Luxembourg,London,LU,GB,483.9,1,no_country_pair_in_rail_dataset
LUX-LHR,LUX,LHR,Luxembourg,London,LU,GB,513.8,2,no_country_pair_in_rail_dataset
LUX-MAD,LUX,MAD,Luxembourg,Madrid,LU,ES,1271.3,1,no_country_pair_in_rail_dataset
LUX-MUC,LUX,MUC,Luxembourg,Munich,LU,DE,430.5,2,no_country_pair_in_rail_dataset
LUX-NAP,LUX,NAP,Luxembourg,Napoli,LU,IT,1158.0,1,no_country_pair_in_rail_dataset
LUX-NCE,LUX,NCE,Luxembourg,"Nice, Alpes-Maritimes",LU,FR,668.1,1,no_country_pair_in_rail_dataset
LUX-PMI,LUX,PMI,Luxembourg,Palma de Mallorca,LU,ES,1153.2,1,no_country_pair_in_rail_dataset
LUX-CDG,LUX,CDG,Luxembourg,"Paris (Roissy-en-France, Val-d'Oise)",LU,FR,273.9,2,no_country_pair_in_rail_dataset
LUX-OPO,LUX,OPO,Luxembourg,Porto,LU,PT,1484.8,2,no_country_pair_in_rail_dataset
LUX-FCO,LUX,FCO,Luxembourg,Rome,LU,IT,987.4,2,no_country_pair_in_rail_dataset
LUX-ARN,LUX,ARN,Luxembourg,Stockholm,LU,SE,1341.2,1,no_country_pair_in_rail_dataset
LUX-VIE,LUX,VIE,Luxembourg,Vienna,LU,AT,775.4,2,no_country_pair_in_rail_dataset
LUX-ZRH,LUX,ZRH,Luxembourg,Zurich,LU,CH,296.2,1,no_country_pair_in_rail_dataset
RIX-AMS,RIX,AMS,Riga,Amsterdam,LV,NL,1333.1,2,no_country_pair_in_rail_dataset
RIX-BGO,RIX,BGO,Riga,Bergen,LV,NO,1144.4,2,no_country_pair_in_rail_dataset
RIX-BLL,RIX,BLL,Riga,Billund,LV,DK,920.7,1,no_country_pair_in_rail_dataset
RIX-BRE,RIX,BRE,Riga,Bremen,LV,DE,1057.2,1,no_country_pair_in_rail_dataset
RIX-BUD,RIX,BUD,Riga,Budapest,LV,HU,1102.4,1,no_country_pair_in_rail_dataset
RIX-CPH,RIX,CPH,Riga,Copenhagen,LV,DK,712.6,3,no_country_pair_in_rail_dataset
RIX-DUS,RIX,DUS,Riga,Düsseldorf,LV,DE,1279.5,2,no_country_pair_in_rail_dataset
RIX-EIN,RIX,EIN,Riga,Eindhoven,LV,NL,1348.4,1,no_country_pair_in_rail_dataset
RIX-FRA,RIX,FRA,Riga,Frankfurt am Main,LV,DE,1271.2,3,no_country_pair_in_rail_dataset
RIX-HHN,RIX,HHN,Riga,Frankfurt am Main (Lautzenhausen),LV,DE,1345.8,1,no_country_pair_in_rail_dataset
RIX-GOT,RIX,GOT,Riga,Göteborg,LV,SE,706.4,1,no_country_pair_in_rail_dataset
RIX-HAM,RIX,HAM,Riga,Hamburg,LV,DE,956.1,2,no_country_pair_in_rail_dataset
RIX-HEL,RIX,HEL,Riga,Helsinki (Vantaa),LV,FI,382.1,2,no_country_pair_in_rail_dataset
RIX-KGD,RIX,KGD,Riga,Kaliningrad,LV,RU,308.3,1,no_country_pair_in_rail_dataset
RIX-MSQ,RIX,MSQ,Riga,Minsk,LV,BY,423.8,2,no_country_pair_in_rail_dataset
RIX-DME,RIX,DME,Riga,Moscow,LV,RU,877.4,2,no_country_pair_in_rail_dataset
RIX-SVO,RIX,SVO,Riga,Moscow,LV,RU,831.3,2,no_country_pair_in_rail_dataset
RIX-VKO,RIX,VKO,Riga,Moscow,LV,RU,832.7,2,no_country_pair_in_rail_dataset
RIX-MUC,RIX,MUC,Riga,Munich,LV,DE,1254.6,2,no_country_pair_in_rail_dataset
RIX-OSL,RIX,OSL,Riga,Oslo (Gardermoen),LV,NO,828.7,3,no_country_pair_in_rail_dataset
RIX-PRG,RIX,PRG,Riga,Prague,LV,CZ,991.8,2,no_country_pair_in_rail_dataset
RIX-TRF,RIX,TRF,Riga,Sandefjord(Torp),LV,NO,843.4,1,no_country_pair_in_rail_dataset
RIX-LED,RIX,LED,Riga,St. Petersburg,LV,RU,486.7,1,no_country_pair_in_rail_dataset
RIX-SVG,RIX,SVG,Riga,Stavanger,LV,NO,1101.2,1,no_country_pair_in_rail_dataset
RIX-ARN,RIX,ARN,Riga,Stockholm,LV,SE,465.2,3,no_country_pair_in_rail_dataset
RIX-TLL,RIX,TLL,Riga,Tallinn,LV,EE,281.7,1,no_country_pair_in_rail_dataset
RIX-TRD,RIX,TRD,Riga,Trondheim,LV,NO,1020.3,1,no_country_pair_in_rail_dataset
RIX-TKU,RIX,TKU,Riga,Turku,LV,FI,411.5,1,no_country_pair_in_rail_dataset
RIX-VIE,RIX,VIE,Riga,Vienna,LV,AT,1098.8,2,no_country_pair_in_rail_dataset
RIX-VNO,RIX,VNO,Riga,Vilnius,LV,LT,267.2,1,no_country_pair_in_rail_dataset
RIX-WAW,RIX,WAW,Riga,Warsaw,LV,PL,563.0,2,no_country_pair_in_rail_dataset
