route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
FSC-NCE,FSC,NCE,Figari,"Nice, Alpes-Maritimes",FR,FR,285.0,3,sncf_intercites_OCESN69F3743461:2025-01-22T00:42:25Z,Paris Gare du Nord,Bruxelles Midi,259.7,186.0,day,6,38.96,potentiel_moyen,93.84,country_distance
LIL-AJA,LIL,AJA,Lesquin,Ajaccio,FR,FR,1055.5,2,back_on_track_SNCF IC Nuit 5772,Nice Ville,Paris Austerlitz,989.0,853.0,night,7,148.35,faible_potentiel,87.867,country_distance
LIL-BIA,LIL,BIA,Lesquin,Bastia,FR,FR,1015.0,2,back_on_track_SNCF IC Nuit 5772,Nice Ville,Paris Austerlitz,989.0,853.0,night,7,148.35,faible_potentiel,90.344,country_distance
LIL-BOD,LIL,BOD,Lesquin,Bordeaux,FR,FR,698.8,2,sncf_intercites_OCESN4764F3543489:2025-01-21T00:39:14Z,Marseille Saint-Charles,Bordeaux Saint-Jean,503.6,385.0,day,6,75.54,potentiel_moyen,95.017,country_city_distance
LIL-MRS,LIL,MRS,Lesquin,"Marignane, Bouches-du-Rhône",FR,FR,808.5,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,93.399,country_distance
LIL-NCE,LIL,NCE,Lesquin,"Nice, Alpes-Maritimes",FR,FR,828.5,2,back_on_track_SNCF IC Nuit 3750,Toulouse Matabiau,Paris Austerlitz,714.0,679.0,night,7,107.1,potentiel_moyen,90.295,country_distance
LIL-TLS,LIL,TLS,Lesquin,Toulouse/Blagnac,FR,FR,782.5,2,back_on_track_SNCF IC Nuit 3751,Paris Austerlitz,Toulouse Matabiau,714.0,571.0,night,7,107.1,potentiel_moyen,95.42,country_city_distance
MRS-AJA,MRS,AJA,"Marignane, Bouches-du-Rhône",Ajaccio,FR,FR,338.3,3,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,93.32,country_distance
MRS-BIA,MRS,BIA,"Marignane, Bouches-du-Rhône",Bastia,FR,FR,361.0,3,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,93.833,country_distance
MRS-BOD,MRS,BOD,"Marignane, Bouches-du-Rhône",Bordeaux,FR,FR,497.6,2,sncf_intercites_OCESN4764F3543489:2025-01-21T00:39:14Z,Marseille Saint-Charles,Bordeaux Saint-Jean,503.6,385.0,day,6,75.54,potentiel_moyen,104.821,country_city_distance
MRS-BES,MRS,BES,"Marignane, Bouches-du-Rhône",Brest,FR,FR,928.8,2,back_on_track_SNCF IC Nuit 3740,Paris Austerlitz,Tarbes,841.0,716.0,night,5,126.15,potentiel_moyen,93.819,country_distance
MRS-CLY,MRS,CLY,"Marignane, Bouches-du-Rhône",Calvi,FR,FR,308.2,3,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,91.223,country_distance
MRS-FSC,MRS,FSC,"Marignane, Bouches-du-Rhône",Figari,FR,FR,384.5,3,sncf_intercites_OCESN3685F3518395:2024-12-28T00:21:35Z,Paris Austerlitz,Brive-la-Gaillarde,415.1,274.0,night,7,62.26,potentiel_moyen,93.01,country_distance
MRS-FRA,MRS,FRA,"Marignane, Bouches-du-Rhône",Frankfurt am Main,FR,DE,775.5,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,77.728,country_distance
MRS-LIL,MRS,LIL,"Marignane, Bouches-du-Rhône",Lesquin,FR,FR,808.5,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,93.613,country_distance
MRS-MUC,MRS,MUC,"Marignane, Bouches-du-Rhône",Munich,FR,DE,746.2,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,76.727,country_distance
MRS-NTE,MRS,NTE,"Marignane, Bouches-du-Rhône",Nantes,FR,FR,674.5,2,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,97.128,country_city_distance
MRS-ORY,MRS,ORY,"Marignane, Bouches-du-Rhône","Paris (Orly, Val-de-Marne)",FR,FR,628.1,2,back_on_track_SNCF IC Nuit 3790,Aurillac,Paris Austerlitz,602.0,651.0,night,7,90.3,potentiel_moyen,103.373,country_city_distance
MRS-CDG,MRS,CDG,"Marignane, Bouches-du-Rhône","Paris (Roissy-en-France, Val-d'Oise)",FR,FR,652.2,8,back_on_track_SNCF IC Nuit 3790,Aurillac,Paris Austerlitz,602.0,651.0,night,7,90.3,potentiel_moyen,102.488,country_city_distance
MPL-DUS,MPL,DUS,Montpellier/Méditerranée,Düsseldorf,FR,DE,883.1,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,77.936,country_distance
MPL-FRA,MPL,FRA,Montpellier/Méditerranée,Frankfurt am Main,FR,DE,797.6,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,73.371,country_distance
MPL-HHN,MPL,HHN,Montpellier/Méditerranée,Frankfurt am Main (Lautzenhausen),FR,DE,751.4,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,71.212,country_distance
MPL-NTE,MPL,NTE,Montpellier/Méditerranée,Nantes,FR,FR,589.5,2,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,103.285,country_city_distance
MPL-CDG,MPL,CDG,Montpellier/Méditerranée,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,613.7,2,sncf_intercites_OCESN3644F3744473:2025-01-21T00:39:14Z,Toulouse Matabiau,Paris Austerlitz,585.9,425.0,day,5,87.88,fort_potentiel,104.258,country_city_distance
MPL-SXB,MPL,SXB,Montpellier/Méditerranée,Strasbourg,FR,FR,619.8,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,94.466,country_distance
NTE-AJA,NTE,AJA,Nantes,Ajaccio,FR,FR,1008.3,3,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,90.744,country_city_distance
NTE-BIA,NTE,BIA,Nantes,Bastia,FR,FR,1011.8,3,back_on_track_SNCF IC Nuit 5772,Nice Ville,Paris Austerlitz,989.0,853.0,night,7,148.35,faible_potentiel,90.641,country_distance
NTE-BOD,NTE,BOD,Nantes,Bordeaux,FR,FR,267.6,2,sncf_intercites_OCESN3837F3517637:2025-01-21T00:39:14Z,Nantes,Bordeaux Saint-Jean,276.6,251.0,day,7,41.49,potentiel_moyen,114.159,country_city_distance
NTE-CLY,NTE,CLY,Nantes,Calvi,FR,FR,966.8,2,back_on_track_SNCF IC Nuit 5781,Paris Austerlitz,Nice Ville,989.0,754.0,night,7,148.35,faible_potentiel,91.517,country_distance
NTE-LYS,NTE,LYS,Nantes,"Colombier-Saugnieu, Rhône",FR,FR,537.2,3,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,102.974,country_city_distance
NTE-DUS,NTE,DUS,Nantes,Düsseldorf,FR,DE,761.9,2,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,75.175,country_distance
NTE-FSC,NTE,FSC,Nantes,Figari,FR,FR,1056.9,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,88.737,country_city_distance
NTE-MRS,NTE,MRS,Nantes,"Marignane, Bouches-du-Rhône",FR,FR,674.5,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,97.128,country_city_distance
NTE-MPL,NTE,MPL,Nantes,Montpellier/Méditerranée,FR,FR,589.5,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,103.285,country_city_distance
NTE-MUC,NTE,MUC,Nantes,Munich,FR,DE,1009.1,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,83.813,country_distance
NTE-NCE,NTE,NCE,Nantes,"Nice, Alpes-Maritimes",FR,FR,790.4,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,96.712,country_city_distance
NTE-CDG,NTE,CDG,Nantes,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,371.8,3,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,113.003,country_city_distance
NTE-SXB,NTE,SXB,Nantes,Strasbourg,FR,FR,706.0,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,95.81,country_city_distance
NTE-TLS,NTE,TLS,Nantes,Toulouse/Blagnac,FR,FR,455.4,2,sncf_intercites_OCESN4406F3782122:2025-01-21T00:39:14Z,Nantes,Lyon Perrache,514.0,413.0,day,7,77.1,potentiel_moyen,100.921,country_city_distance
NCE-BOD,NCE,BOD,"Nice, Alpes-Maritimes",Bordeaux,FR,FR,644.8,2,sncf_intercites_OCESN4764F3543489:2025-01-21T00:39:14Z,Marseille Saint-Charles,Bordeaux Saint-Jean,503.6,385.0,day,6,75.54,potentiel_moyen,98.409,country_city_distance
NCE-LYS,NCE,LYS,"Nice, Alpes-Maritimes","Colombier-Saugnieu, Rhône",FR,FR,284.7,2,sncf_intercites_OCESN3837F3517637:2025-01-21T00:39:14Z,Nantes,Bordeaux Saint-Jean,276.6,251.0,day,7,41.49,potentiel_moyen,94.486,country_distance
NCE-DUS,NCE,DUS,"Nice, Alpes-Maritimes",Düsseldorf,FR,DE,849.2,2,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,79.322,country_distance
NCE-FSC,NCE,FSC,"Nice, Alpes-Maritimes",Figari,FR,FR,285.0,3,sncf_intercites_OCESN56F3740687:2025-01-22T00:42:25Z,Bruxelles Midi,Paris Gare du Nord,259.7,177.0,day,6,38.96,potentiel_moyen,93.84,country_distance
NCE-FRA,NCE,FRA,"Nice, Alpes-Maritimes",Frankfurt am Main,FR,DE,715.4,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,71.724,country_distance
NCE-HAM,NCE,HAM,"Nice, Alpes-Maritimes",Hamburg,FR,DE,1127.2,2,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,86.831,country_distance
NCE-CGN,NCE,CGN,"Nice, Alpes-Maritimes",Köln (Cologne),FR,DE,801.5,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,77.061,country_distance
NCE-LIL,NCE,LIL,"Nice, Alpes-Maritimes",Lesquin,FR,FR,828.5,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,93.019,country_distance
NCE-MUC,NCE,MUC,"Nice, Alpes-Maritimes",Munich,FR,DE,630.0,1,back_on_track_ÖBB NJ 40469,Paris Est,Berlin Hbf,1168.0,794.0,night,3,175.2,faible_potentiel,66.608,country_distance
NCE-NTE,NCE,NTE,"Nice, Alpes-Maritimes",Nantes,FR,FR,790.4,2,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,96.712,country_city_distance
NCE-ORY,NCE,ORY,"Nice, Alpes-Maritimes","Paris (Orly, Val-de-Marne)",FR,FR,676.2,2,sncf_intercites_OCESN5772F3553086:2025-01-10T00:20:33Z,Nice-Ville,Paris Austerlitz,683.8,716.0,night,5,102.57,potentiel_moyen,104.719,country_city_distance
NCE-CDG,NCE,CDG,"Nice, Alpes-Maritimes","Paris (Roissy-en-France, Val-d'Oise)",FR,FR,694.0,2,sncf_intercites_OCESN5772F3553086:2025-01-10T00:20:33Z,Nice-Ville,Paris Austerlitz,683.8,716.0,night,5,102.57,potentiel_moyen,104.633,country_city_distance
NCE-TLS,NCE,TLS,"Nice, Alpes-Maritimes",Toulouse/Blagnac,FR,FR,470.8,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,96.888,country_city_distance
ORY-AJA,ORY,AJA,"Paris (Orly, Val-de-Marne)",Ajaccio,FR,FR,908.4,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,102.907,country_city_distance
ORY-BIA,ORY,BIA,"Paris (Orly, Val-de-Marne)",Bastia,FR,FR,881.5,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,104.004,country_city_distance
ORY-CLY,ORY,CLY,"Paris (Orly, Val-de-Marne)",Calvi,FR,FR,851.1,2,back_on_track_SNCF IC Nuit 5787,Paris Austerlitz,Briançon,796.0,690.0,night,7,119.4,potentiel_moyen,100.689,country_city_distance
ORY-NCE,ORY,NCE,"Paris (Orly, Val-de-Marne)","Nice, Alpes-Maritimes",FR,FR,676.2,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,103.716,country_city_distance
ORY-TLS,ORY,TLS,"Paris (Orly, Val-de-Marne)",Toulouse/Blagnac,FR,FR,572.3,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,112.406,country_city_distance
CDG-BOD,CDG,BOD,"Paris (Roissy-en-France, Val-d'Oise)",Bordeaux,FR,FR,526.9,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,103.801,country_city_distance
CDG-BRE,CDG,BRE,"Paris (Roissy-en-France, Val-d'Oise)",Bremen,FR,DE,625.4,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,78.854,country_city_distance
CDG-BES,CDG,BES,"Paris (Roissy-en-France, Val-d'Oise)",Brest,FR,FR,515.0,2,sncf_intercites_OCESN3635F3521937:2025-01-18T00:24:06Z,Paris Austerlitz,Cahors,493.6,347.0,day,7,74.04,potentiel_moyen,104.416,country_city_distance
CDG-BSL,CDG,BSL,"Paris (Roissy-en-France, Val-d'Oise)",Bâle / Mulhouse,FR,FR,399.3,3,sncf_intercites_OCESN3685F3518395:2024-12-28T00:21:35Z,Paris Austerlitz,Brive-la-Gaillarde,415.1,274.0,night,7,62.26,potentiel_moyen,103.849,country_city_distance
CDG-CFE,CDG,CFE,"Paris (Roissy-en-France, Val-d'Oise)",Clermont-Ferrand,FR,FR,361.3,2,sncf_intercites_OCESN5977F3656405:2025-01-17T00:20:49Z,Paris Bercy Bourg. Pays d'Auv.,Clermont-Ferrand,344.6,196.0,day,6,51.69,potentiel_moyen,112.844,country_city_distance
CDG-LYS,CDG,LYS,"Paris (Roissy-en-France, Val-d'Oise)","Colombier-Saugnieu, Rhône",FR,FR,411.9,5,sncf_intercites_OCESN3685F3518395:2024-12-28T00:21:35Z,Paris Austerlitz,Brive-la-Gaillarde,415.1,274.0,night,7,62.26,potentiel_moyen,101.949,country_city_distance
CDG-HAM,CDG,HAM,"Paris (Roissy-en-France, Val-d'Oise)",Hamburg,FR,DE,728.0,3,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,83.068,country_city_distance
CDG-HAJ,CDG,HAJ,"Paris (Roissy-en-France, Val-d'Oise)",Hannover,FR,DE,631.3,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,76.98,country_city_distance
CDG-MRS,CDG,MRS,"Paris (Roissy-en-France, Val-d'Oise)","Marignane, Bouches-du-Rhône",FR,FR,652.2,3,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,103.947,country_city_distance
CDG-MPL,CDG,MPL,"Paris (Roissy-en-France, Val-d'Oise)",Montpellier/Méditerranée,FR,FR,613.7,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,106.258,country_city_distance
CDG-MUC,CDG,MUC,"Paris (Roissy-en-France, Val-d'Oise)",Munich,FR,DE,681.2,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,80.646,country_city_distance
CDG-NTE,CDG,NTE,"Paris (Roissy-en-France, Val-d'Oise)",Nantes,FR,FR,371.8,2,sncf_intercites_OCESN4071F3825261:2025-01-21T00:39:14Z,Paris Austerlitz,Nantes,342.1,238.0,day,5,51.32,potentiel_moyen,111.003,country_city_distance
CDG-NCE,CDG,NCE,"Paris (Roissy-en-France, Val-d'Oise)","Nice, Alpes-Maritimes",FR,FR,694.0,2,back_on_track_SNCF IC Nuit 3751,Paris Austerlitz,Toulouse Matabiau,714.0,571.0,night,7,107.1,potentiel_moyen,103.334,country_city_distance
CDG-NUE,CDG,NUE,"Paris (Roissy-en-France, Val-d'Oise)",Nuremberg,FR,DE,620.7,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,77.626,country_city_distance
CDG-PUF,CDG,PUF,"Paris (Roissy-en-France, Val-d'Oise)",Pau/Pyrénées (Uzein),FR,FR,666.3,2,sncf_intercites_OCESN3731F3634977:2024-11-29T10:03:28Z,Paris Austerlitz,Tarbes,647.6,618.0,night,5,97.14,potentiel_moyen,103.965,country_city_distance
CDG-RNS,CDG,RNS,"Paris (Roissy-en-France, Val-d'Oise)","Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,FR,332.5,2,sncf_intercites_OCESN5977F3656405:2025-01-17T00:20:49Z,Paris Bercy Bourg. Pays d'Auv.,Clermont-Ferrand,344.6,196.0,day,6,51.69,potentiel_moyen,101.774,country_city_distance
CDG-LEJ,CDG,LEJ,"Paris (Roissy-en-France, Val-d'Oise)",Schkeuditz,FR,DE,738.3,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,81.575,country_city_distance
CDG-TLS,CDG,TLS,"Paris (Roissy-en-France, Val-d'Oise)",Toulouse/Blagnac,FR,FR,605.1,8,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,112.207,country_city_distance
PUF-CDG,PUF,CDG,Pau/Pyrénées (Uzein),"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,666.3,2,back_on_track_SNCF IC Nuit 3790,Aurillac,Paris Austerlitz,602.0,651.0,night,7,90.3,potentiel_moyen,102.087,country_city_distance
PIS-LYS,PIS,LYS,Poitiers/Biard,"Colombier-Saugnieu, Rhône",FR,FR,380.6,2,sncf_intercites_OCESN4752F3542315:2025-01-07T00:21:42Z,Nîmes Centre,Bordeaux Saint-Jean,406.8,320.0,day,5,61.02,potentiel_moyen,92.63,country_distance
RNS-CDG,RNS,CDG,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine","Paris (Roissy-en-France, Val-d'Oise)",FR,FR,332.5,2,sncf_intercites_OCESN4080F3831467:2025-01-21T00:39:14Z,Nantes,Paris Austerlitz,342.1,248.0,day,7,51.32,potentiel_moyen,102.47,country_city_distance
SXB-BOD,SXB,BOD,Strasbourg,Bordeaux,FR,FR,757.8,2,sncf_intercites_OCESN4764F3543489:2025-01-21T00:39:14Z,Marseille Saint-Charles,Bordeaux Saint-Jean,503.6,385.0,day,6,75.54,potentiel_moyen,94.25,country_city_distance
SXB-MPL,SXB,MPL,Strasbourg,Montpellier/Méditerranée,FR,FR,619.8,2,sncf_intercites_OCESN3645F3520783:2025-01-18T00:24:06Z,Paris Austerlitz,Toulouse Matabiau,585.9,426.0,day,7,87.88,fort_potentiel,94.484,country_distance
SXB-NTE,SXB,NTE,Strasbourg,Nantes,FR,FR,706.0,2,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,95.81,country_city_distance
TLS-AJA,TLS,AJA,Toulouse/Blagnac,Ajaccio,FR,FR,635.8,3,sncf_intercites_OCESN3644F3744473:2025-01-21T00:39:14Z,Toulouse Matabiau,Paris Austerlitz,585.9,425.0,day,5,87.88,fort_potentiel,97.951,country_city_distance
TLS-BIA,TLS,BIA,Toulouse/Blagnac,Bastia,FR,FR,669.8,2,back_on_track_SNCF IC Nuit 3750,Toulouse Matabiau,Paris Austerlitz,714.0,679.0,night,7,107.1,potentiel_moyen,98.805,country_city_distance
TLS-BRE,TLS,BRE,Toulouse/Blagnac,Bremen,FR,DE,1180.8,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,85.867,country_distance
TLS-LYS,TLS,LYS,Toulouse/Blagnac,"Colombier-Saugnieu, Rhône",FR,FR,375.7,3,sncf_intercites_OCESN4651F3521916:2025-01-21T00:39:14Z,Toulouse Matabiau,Marseille Saint-Charles,318.8,231.0,day,3,47.82,potentiel_moyen,91.682,country_city_distance
TLS-FRA,TLS,FRA,Toulouse/Blagnac,Frankfurt am Main,FR,DE,896.7,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,78.637,country_distance
TLS-HAM,TLS,HAM,Toulouse/Blagnac,Hamburg,FR,DE,1277.9,2,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,81.97,country_distance
TLS-LIL,TLS,LIL,Toulouse/Blagnac,Lesquin,FR,FR,782.5,2,back_on_track_SNCF IC Nuit 3750,Toulouse Matabiau,Paris Austerlitz,714.0,679.0,night,7,107.1,potentiel_moyen,95.42,country_city_distance
TLS-MUC,TLS,MUC,Toulouse/Blagnac,Munich,FR,DE,960.1,1,back_on_track_ES 475,Paris Gare du Nord,Berlin Hbf,1120.0,974.0,night,3,168.0,faible_potentiel,81.116,country_distance
TLS-NTE,TLS,NTE,Toulouse/Blagnac,Nantes,FR,FR,455.4,2,sncf_intercites_OCESN4502F3796298:2025-01-21T00:39:14Z,Lyon Perrache,Nantes,514.0,412.0,day,7,77.1,potentiel_moyen,100.921,country_city_distance
TLS-NCE,TLS,NCE,Toulouse/Blagnac,"Nice, Alpes-Maritimes",FR,FR,470.8,2,sncf_intercites_OCESN3644F3744473:2025-01-21T00:39:14Z,Toulouse Matabiau,Paris Austerlitz,585.9,425.0,day,5,87.88,fort_potentiel,94.888,country_city_distance
TLS-ORY,TLS,ORY,Toulouse/Blagnac,"Paris (Orly, Val-de-Marne)",FR,FR,572.3,2,sncf_intercites_OCESN3644F3744473:2025-01-21T00:39:14Z,Toulouse Matabiau,Paris Austerlitz,585.9,425.0,day,5,87.88,fort_potentiel,110.406,country_city_distance
TLS-CDG,TLS,CDG,Toulouse/Blagnac,"Paris (Roissy-en-France, Val-d'Oise)",FR,FR,605.1,4,sncf_intercites_OCESN3644F3744473:2025-01-21T00:39:14Z,Toulouse Matabiau,Paris Austerlitz,585.9,425.0,day,5,87.88,fort_potentiel,110.207,country_city_distance
DBV-DUS,DBV,DUS,Dubrovnik,Düsseldorf,HR,DE,1302.4,3,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,79.404,country_distance
DBV-FRA,DBV,FRA,Dubrovnik,Frankfurt am Main,HR,DE,1114.0,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,82.11,country_distance
DBV-GVA,DBV,GVA,Dubrovnik,Geneva,HR,CH,1047.3,1,back_on_track_HŽPP/ÖBB EN 40414,Zagreb Gl. K.,Zürich HB,903.0,822.0,night,7,135.45,faible_potentiel,81.555,country_distance
DBV-HAM,DBV,HAM,Dubrovnik,Hamburg,HR,DE,1373.5,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,77.689,country_distance
DBV-HAJ,DBV,HAJ,Dubrovnik,Hannover,HR,DE,1273.5,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,77.271,country_distance
DBV-CGN,DBV,CGN,Dubrovnik,Köln (Cologne),HR,DE,1251.0,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,76.127,country_distance
DBV-MUC,DBV,MUC,Dubrovnik,Munich,HR,DE,818.0,2,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,87.822,country_distance
DBV-STR,DBV,STR,Dubrovnik,Stuttgart,HR,DE,977.9,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,95.631,country_city_distance
DBV-ZRH,DBV,ZRH,Dubrovnik,Zurich,HR,CH,936.9,2,back_on_track_HŽPP/ÖBB EN 40414,Zagreb Gl. K.,Zürich HB,903.0,822.0,night,7,135.45,faible_potentiel,99.095,country_city_distance
PUY-FRA,PUY,FRA,Pula,Frankfurt am Main,HR,DE,698.5,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,84.117,country_distance
PUY-HHN,PUY,HHN,Pula,Frankfurt am Main (Lautzenhausen),HR,DE,752.3,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,86.182,country_distance
PUY-CGN,PUY,CGN,Pula,Köln (Cologne),HR,DE,833.9,1,back_on_track_HŽPP/ÖBB EN 414,Zagreb Gl. K.,Stuttgart Hbf,807.0,780.0,night,7,121.05,faible_potentiel,83.194,country_distance
