route_avion,origin_iata,destination_iata,origine_avion,destination_avion,origin_country,destination_country,distance_avion,airline_count,route_train_candidate,origin_train,destination_train,distance_train,duration_train,train_type,weekly_frequency,estimated_co2_saving_kg,substitution_potential,match_score,match_method
DUS-NCE,DUS,NCE,Düsseldorf,"Nice, Alpes-Maritimes",DE,FR,849.2,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,78.475,country_distance
DUS-NUE,DUS,NUE,Düsseldorf,Nuremberg,DE,DE,364.7,2,db_fernverkehr_1179318,Düsseldorf Hbf,Gera Hbf,371.2,395.0,day,6,55.68,potentiel_moyen,102.084,country_city_distance
DUS-OLB,DUS,OLB,Düsseldorf,Olbia (SS),DE,IT,1174.5,3,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,88.059,country_distance
DUS-POZ,DUS,POZ,Düsseldorf,Poznań,DE,PL,701.5,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,74.444,country_distance
DUS-FCO,DUS,FCO,Düsseldorf,Rome,DE,IT,1134.2,3,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,92.856,country_distance
DUS-SZG,DUS,SZG,Düsseldorf,Salzburg,DE,AT,594.4,2,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,68.266,country_distance
DUS-SPU,DUS,SPU,Düsseldorf,Split,DE,HR,1119.3,3,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,80.813,country_distance
DUS-ARN,DUS,ARN,Düsseldorf,Stockholm,DE,SE,1162.5,3,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,95.554,country_city_distance
DUS-VCE,DUS,VCE,Düsseldorf,Venezia (VE),DE,IT,763.5,3,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,98.015,country_city_distance
DUS-VIE,DUS,VIE,Düsseldorf,Vienna,DE,AT,787.8,3,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,80.199,country_distance
DUS-WAW,DUS,WAW,Düsseldorf,Warsaw,DE,PL,981.3,3,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,89.768,country_distance
DUS-WRO,DUS,WRO,Düsseldorf,Wrocław,DE,PL,704.6,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,75.673,country_distance
DUS-ZAD,DUS,ZAD,Düsseldorf,Zadar,DE,HR,1024.6,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,86.229,country_distance
FRA-KRK,FRA,KRK,Frankfurt am Main,Balice,DE,PL,800.8,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,75.013,country_distance
FRA-BIA,FRA,BIA,Frankfurt am Main,Bastia,DE,FR,834.1,1,back_on_track_ÖBB NJ 40424,Berlin Ostbahnhof,Paris Est,1168.0,883.0,night,3,175.2,faible_potentiel,76.639,country_distance
FRA-BLQ,FRA,BLQ,Frankfurt am Main,Bologna,DE,IT,644.3,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,80.249,country_distance
FRA-BUD,FRA,BUD,Frankfurt am Main,Budapest,DE,HU,835.6,2,back_on_track_MÁV/ÖBB EN 50462,Stuttgart Hbf,Budapest Keleti,966.0,770.0,night,7,144.9,faible_potentiel,97.099,country_city_distance
FRA-VRN,FRA,VRN,Frankfurt am Main,Caselle (VR),DE,IT,543.6,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,74.124,country_distance
FRA-TRN,FRA,TRN,Frankfurt am Main,Caselle Torinese (TO),DE,IT,540.9,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,75.05,country_distance
FRA-CTA,FRA,CTA,Frankfurt am Main,Catania,DE,IT,1489.8,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,82.712,country_distance
FRA-DBV,FRA,DBV,Frankfurt am Main,Dubrovnik,DE,HR,1114.0,3,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,82.11,country_distance
FRA-GRZ,FRA,GRZ,Frankfurt am Main,Feldkirchen bei Graz,DE,AT,608.6,2,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,68.037,country_distance
FRA-MXP,FRA,MXP,Frankfurt am Main,Ferno (VA),DE,IT,489.0,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,69.942,country_distance
FRA-FLR,FRA,FLR,Frankfurt am Main,Firenze (FI),DE,IT,719.9,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,84.874,country_distance
FRA-GDN,FRA,GDN,Frankfurt am Main,Gdańsk,DE,PL,829.4,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,76.239,country_distance
FRA-GOT,FRA,GOT,Frankfurt am Main,Göteborg,DE,SE,883.2,3,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,72.759,country_distance
FRA-RZE,FRA,RZE,Frankfurt am Main,Jasionka,DE,PL,959.8,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,83.019,country_distance
FRA-KTW,FRA,KTW,Frankfurt am Main,Katowice,DE,PL,749.2,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,73.526,country_distance
FRA-MRS,FRA,MRS,Frankfurt am Main,"Marignane, Bouches-du-Rhône",DE,FR,775.5,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,77.728,country_distance
FRA-MPL,FRA,MPL,Frankfurt am Main,Montpellier/Méditerranée,DE,FR,797.6,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,73.371,country_distance
FRA-MUC,FRA,MUC,Frankfurt am Main,Munich,DE,DE,299.3,2,db_fernverkehr_481513,Frankfurt(Main)Hbf,München Hbf,303.6,239.0,day,7,45.54,potentiel_moyen,103.464,country_city_distance
FRA-NAP,FRA,NAP,Frankfurt am Main,Napoli,DE,IT,1109.6,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,86.008,country_distance
FRA-NCE,FRA,NCE,Frankfurt am Main,"Nice, Alpes-Maritimes",DE,FR,715.4,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,71.142,country_distance
FRA-OLB,FRA,OLB,Frankfurt am Main,Olbia (SS),DE,IT,1017.7,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,84.776,country_distance
FRA-PMO,FRA,PMO,Frankfurt am Main,Palermo,DE,IT,1365.9,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,84.374,country_distance
FRA-POZ,FRA,POZ,Frankfurt am Main,Poznań,DE,PL,633.7,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,66.887,country_distance
FRA-PUY,FRA,PUY,Frankfurt am Main,Pula,DE,HR,698.5,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,84.117,country_distance
FRA-FCO,FRA,FCO,Frankfurt am Main,Rome,DE,IT,957.6,3,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,87.063,country_distance
FRA-LIN,FRA,LIN,Frankfurt am Main,Segrate (MI),DE,IT,512.3,4,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,72.884,country_distance
FRA-SPU,FRA,SPU,Frankfurt am Main,Split,DE,HR,930.5,3,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,84.557,country_distance
FRA-ARN,FRA,ARN,Frankfurt am Main,Stockholm,DE,SE,1224.0,3,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,95.942,country_city_distance
FRA-TLS,FRA,TLS,Frankfurt am Main,Toulouse/Blagnac,DE,FR,896.7,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,78.637,country_distance
FRA-ZAG,FRA,ZAG,Frankfurt am Main,Velika Gorica,DE,HR,734.6,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,87.286,country_distance
FRA-VCE,FRA,VCE,Frankfurt am Main,Venezia (VE),DE,IT,577.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,89.085,country_city_distance
FRA-VIE,FRA,VIE,Frankfurt am Main,Vienna,DE,AT,620.9,5,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,72.77,country_distance
FRA-WAW,FRA,WAW,Frankfurt am Main,Warsaw,DE,PL,897.3,3,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,83.837,country_distance
FRA-WRO,FRA,WRO,Frankfurt am Main,Wrocław,DE,PL,599.6,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,65.381,country_distance
FRA-ZAD,FRA,ZAD,Frankfurt am Main,Zadar,DE,HR,835.7,2,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,90.766,country_distance
HHN-AHO,HHN,AHO,Frankfurt am Main (Lautzenhausen),Alghero,DE,IT,1038.8,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,86.528,country_distance
HHN-BRI,HHN,BRI,Frankfurt am Main (Lautzenhausen),Bari,DE,IT,1225.3,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.977,country_distance
HHN-BUD,HHN,BUD,Frankfurt am Main (Lautzenhausen),Budapest,DE,HU,923.1,1,back_on_track_MÁV/ÖBB EN 50462,Stuttgart Hbf,Budapest Keleti,966.0,770.0,night,7,144.9,faible_potentiel,99.838,country_city_distance
HHN-CAG,HHN,CAG,Frankfurt am Main (Lautzenhausen),Cagliari,DE,IT,1197.6,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.367,country_distance
HHN-KTW,HHN,KTW,Frankfurt am Main (Lautzenhausen),Katowice,DE,PL,842.2,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,77.723,country_distance
HHN-SUF,HHN,SUF,Frankfurt am Main (Lautzenhausen),Lamezia Terme (CZ),DE,IT,1417.5,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.731,country_city_distance
HHN-MPL,HHN,MPL,Frankfurt am Main (Lautzenhausen),Montpellier/Méditerranée,DE,FR,751.4,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,71.212,country_distance
HHN-BGY,HHN,BGY,Frankfurt am Main (Lautzenhausen),Orio al Serio (BG),DE,IT,509.4,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,73.874,country_distance
HHN-PSR,HHN,PSR,Frankfurt am Main (Lautzenhausen),Pescara,DE,IT,990.1,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,87.128,country_distance
HHN-PSA,HHN,PSA,Frankfurt am Main (Lautzenhausen),Pisa (PI),DE,IT,735.8,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,85.965,country_distance
HHN-PUY,HHN,PUY,Frankfurt am Main (Lautzenhausen),Pula,DE,HR,752.3,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,86.182,country_distance
HHN-CIA,HHN,CIA,Frankfurt am Main (Lautzenhausen),Rome,DE,IT,995.0,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,88.134,country_distance
HHN-TPS,HHN,TPS,Frankfurt am Main (Lautzenhausen),Trapani (TP),DE,IT,1401.3,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,83.869,country_distance
HHN-TSF,HHN,TSF,Frankfurt am Main (Lautzenhausen),Treviso (TV),DE,IT,603.2,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,77.996,country_distance
HHN-ZAD,HHN,ZAD,Frankfurt am Main (Lautzenhausen),Zadar,DE,HR,893.0,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,89.217,country_distance
FDH-EBA,FDH,EBA,Friedrichshafen,Campo nell'Elba (LI),DE,IT,549.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,72.803,country_distance
FDH-OLB,FDH,OLB,Friedrichshafen,Olbia (SS),DE,IT,753.1,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,82.288,country_distance
FDH-ZAD,FDH,ZAD,Friedrichshafen,Zadar,DE,HR,601.7,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,80.166,country_distance
FMO-ZRH,FMO,ZRH,Greven,Zurich,DE,CH,523.6,1,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,76.728,country_city_distance
HAM-BIA,HAM,BIA,Hamburg,Bastia,DE,FR,1232.3,1,back_on_track_ÖBB NJ 40424,Berlin Ostbahnhof,Paris Est,1168.0,883.0,night,3,175.2,faible_potentiel,83.946,country_distance
HAM-BRN,HAM,BRN,Hamburg,Bern,DE,CH,767.5,1,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,91.376,country_city_distance
HAM-BUD,HAM,BUD,Hamburg,Budapest,DE,HU,949.8,1,back_on_track_MÁV/ÖBB EN 50462,Stuttgart Hbf,Budapest Keleti,966.0,770.0,night,7,144.9,faible_potentiel,99.574,country_city_distance
HAM-BSL,HAM,BSL,Hamburg,Bâle / Mulhouse,DE,FR,692.6,3,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,70.941,country_distance
HAM-VRN,HAM,VRN,Hamburg,Caselle (VR),DE,IT,918.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,85.51,country_distance
HAM-DBV,HAM,DBV,Hamburg,Dubrovnik,DE,HR,1373.5,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,77.689,country_distance
HAM-DUS,HAM,DUS,Hamburg,Düsseldorf,DE,DE,339.6,2,db_fernverkehr_308806,Hamburg-Altona(S),Düsseldorf Hbf,335.7,239.0,day,2,50.36,potentiel_moyen,109.713,country_city_distance
HAM-MXP,HAM,MXP,Hamburg,Ferno (VA),DE,IT,894.1,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,86.323,country_distance
HAM-FRA,HAM,FRA,Hamburg,Frankfurt am Main,DE,DE,412.6,2,db_fernverkehr_275813,Hamburg-Altona(S),Frankfurt(Main)Hbf,393.0,234.0,day,7,58.95,potentiel_moyen,108.812,country_city_distance
HAM-GVA,HAM,GVA,Hamburg,Geneva,DE,CH,867.3,1,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,92.858,country_city_distance
HAM-KLU,HAM,KLU,Hamburg,Klagenfurt am Wörthersee,DE,AT,836.2,2,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,90.376,country_city_distance
HAM-MUC,HAM,MUC,Hamburg,Munich,DE,DE,600.0,2,db_fernverkehr_1169227,Hamburg-Altona(S),München Hbf,612.5,363.0,day,7,91.88,fort_potentiel,111.303,country_city_distance
HAM-NAP,HAM,NAP,Hamburg,Napoli,DE,IT,1453.2,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,82.453,country_distance
HAM-NCE,HAM,NCE,Hamburg,"Nice, Alpes-Maritimes",DE,FR,1127.2,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,85.317,country_distance
HAM-NUE,HAM,NUE,Hamburg,Nuremberg,DE,DE,465.5,2,db_fernverkehr_1415370,Hamburg-Altona(S),Nürnberg Hbf,463.5,379.0,day,5,69.52,potentiel_moyen,107.893,country_city_distance
HAM-OLB,HAM,OLB,Hamburg,Olbia (SS),DE,IT,1416.1,3,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,83.141,country_distance
HAM-CDG,HAM,CDG,Hamburg,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,728.0,3,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,83.068,country_city_distance
HAM-RJK,HAM,RJK,Hamburg,Rijeka(Omišalj),DE,HR,992.0,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,85.632,country_distance
HAM-FCO,HAM,FCO,Hamburg,Rome,DE,IT,1325.7,2,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,88.426,country_distance
HAM-SCN,HAM,SCN,Hamburg,Saarbrücken,DE,DE,529.9,2,db_fernverkehr_1121187,Hamburg Dammtor,Stuttgart Hbf,534.0,317.0,day,7,80.1,fort_potentiel,107.807,country_city_distance
HAM-SZG,HAM,SZG,Hamburg,Salzburg,DE,AT,682.8,2,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,85.571,country_city_distance
HAM-SPU,HAM,SPU,Hamburg,Split,DE,HR,1213.2,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,78.505,country_distance
HAM-ARN,HAM,ARN,Hamburg,Stockholm,DE,SE,825.6,2,back_on_track_SJ/RDC EN 346,Berlin Hbf,Stockholm C,1439.0,986.0,night,7,215.85,faible_potentiel,81.955,country_city_distance
HAM-STR,HAM,STR,Hamburg,Stuttgart,DE,DE,551.9,2,db_fernverkehr_1121187,Hamburg Dammtor,Stuttgart Hbf,534.0,317.0,day,7,80.1,fort_potentiel,117.189,country_city_distance
HAM-TLS,HAM,TLS,Hamburg,Toulouse/Blagnac,DE,FR,1277.9,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,81.97,country_distance
HAM-VCE,HAM,VCE,Hamburg,Venezia (VE),DE,IT,919.3,2,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,98.17,country_city_distance
HAM-VIE,HAM,VIE,Hamburg,Vienna,DE,AT,767.5,4,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,90.515,country_city_distance
HAM-WAW,HAM,WAW,Hamburg,Warsaw,DE,PL,753.4,2,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,80.038,country_distance
HAM-ZRH,HAM,ZRH,Hamburg,Zurich,DE,CH,693.8,3,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,100.57,country_city_distance
HAJ-DBV,HAJ,DBV,Hannover,Dubrovnik,DE,HR,1273.5,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,77.271,country_distance
HAJ-MXP,HAJ,MXP,Hannover,Ferno (VA),DE,IT,762.7,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,83.001,country_distance
HAJ-NAP,HAJ,NAP,Hannover,Napoli,DE,IT,1333.5,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,83.964,country_distance
HAJ-CDG,HAJ,CDG,Hannover,"Paris (Roissy-en-France, Val-d'Oise)",DE,FR,631.3,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,76.98,country_city_distance
HAJ-FCO,HAJ,FCO,Hannover,Rome,DE,IT,1200.6,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,90.397,country_distance
HAJ-SPU,HAJ,SPU,Hannover,Split,DE,HR,1106.3,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,78.54,country_distance
HAJ-STR,HAJ,STR,Hannover,Stuttgart,DE,DE,420.6,2,db_fernverkehr_1154720,Hannover Hbf,Stuttgart Hbf,401.3,285.0,day,4,60.2,potentiel_moyen,110.853,country_city_distance
HAJ-VCE,HAJ,VCE,Hannover,Venezia (VE),DE,IT,797.4,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,96.717,country_city_distance
HAJ-VIE,HAJ,VIE,Hannover,Vienna,DE,AT,687.4,3,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,75.386,country_distance
HAJ-ZRH,HAJ,ZRH,Hannover,Zurich,DE,CH,562.2,2,back_on_track_ÖBB NJ 471,Hamburg Altona,Zürich HB,1011.0,733.0,night,7,151.65,faible_potentiel,81.134,country_city_distance
CGN-BRI,CGN,BRI,Köln (Cologne),Bari,DE,IT,1309.7,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,85.469,country_distance
CGN-BIA,CGN,BIA,Köln (Cologne),Bastia,DE,FR,941.3,1,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,81.29,country_distance
CGN-BLQ,CGN,BLQ,Köln (Cologne),Bologna,DE,IT,769.0,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,81.609,country_distance
CGN-BUD,CGN,BUD,Köln (Cologne),Budapest,DE,HU,959.3,1,back_on_track_MÁV EN 40457,Berlin Hbf,Budapest Nyugati,995.0,788.0,night,7,149.25,faible_potentiel,100.355,country_city_distance
CGN-CAG,CGN,CAG,Köln (Cologne),Cagliari,DE,IT,1300.0,1,back_on_track_ÖBB NJ 295,München Hbf,Roma Termini,1092.0,780.0,night,7,163.8,faible_potentiel,84.5,country_distance
CGN-CLY,CGN,CLY,Köln (Cologne),Calvi,DE,FR,935.3,2,back_on_track_ES 474,Berlin Hbf,Paris Gare du Nord,1120.0,929.0,night,3,168.0,faible_potentiel,79.957,country_distance
CGN-VRN,CGN,VRN,Köln (Cologne),Caselle (VR),DE,IT,668.6,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,77.45,country_distance
CGN-DBV,CGN,DBV,Köln (Cologne),Dubrovnik,DE,HR,1251.0,1,back_on_track_HŽPP/ÖBB EN 40237,Stuttgart Hbf,Zagreb Gl. K.,807.0,850.0,night,7,121.05,faible_potentiel,76.127,country_distance
CGN-MXP,CGN,MXP,Köln (Cologne),Ferno (VA),DE,IT,593.8,1,back_on_track_ÖBB NJ 237,Stuttgart Hbf,Venezia Santa Lucia,852.0,753.0,night,7,127.8,faible_potentiel,73.629,country_distance
CGN-GDN,CGN,GDN,Köln (Cologne),Gdańsk,DE,PL,857.0,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,78.274,country_distance
CGN-KTW,CGN,KTW,Köln (Cologne),Katowice,DE,PL,841.5,1,back_on_track_PKP/ČD EN 40406,München Hbf,Warszawa Wschodnia,1139.0,820.0,night,7,170.85,faible_potentiel,78.623,country_distance
CGN-KLU,CGN,KLU,Köln (Cologne),Klagenfurt am Wörthersee,DE,AT,705.6,2,back_on_track_ÖBB NJ 40491,Hamburg Altona,Innsbruck Hbf,1112.0,798.0,night,7,166.8,faible_potentiel,72.556,country_distance
CGN-MUC,CGN,MUC,Köln (Cologne),Munich,DE,DE,435.7,3,db_fernverkehr_739279,Köln Hbf,München Hbf,455.1,284.0,day,7,68.26,potentiel_moyen,107.71,country_city_distance
