route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
CRL-CCF,CRL,CCF,Charleroi,Carcassonne,BE,FR,50.461963,4.459562,43.216,2.30632,822.1,1,FR,738
CRL-TRN,CRL,TRN,Charleroi,Caselle Torinese (TO),BE,IT,50.461963,4.459562,45.200802,7.64963,631.5,1,FR,738
CRL-CLJ,CRL,CLJ,Charleroi,Cluj-Napoca,BE,RO,50.461963,4.459562,46.786042,23.685733,1466.3,1,W6,320
CRL-CIY,CRL,CIY,Charleroi,Comiso,BE,IT,50.461963,4.459562,36.99583,14.60889,1701.4,1,FR,738
CRL-DUB,CRL,DUB,Charleroi,Dublin,BE,IE,50.461963,4.459562,53.428713,-6.262121,804.5,1,FR,738
CRL-EDI,CRL,EDI,Charleroi,Edinburgh,BE,GB,50.461963,4.459562,55.950145,-3.372288,801.8,1,FR,738
CRL-AOI,CRL,AOI,Charleroi,Falconara Marittima (AN),BE,IT,50.461963,4.459562,43.616299,13.3623,1015.7,1,FR,738
CRL-FAO,CRL,FAO,Charleroi,Faro,BE,PT,50.461963,4.459562,37.015909,-7.970939,1792.7,1,FR,738
CRL-FSC,CRL,FSC,Charleroi,Figari,BE,FR,50.461963,4.459562,41.50185,9.097092,1058.3,1,FR,738
CRL-GOA,CRL,GOA,Charleroi,Genova (GE),BE,IT,50.461963,4.459562,44.412039,8.840732,748.8,1,FR,738
CRL-GRO,CRL,GRO,Charleroi,Girona,BE,ES,50.461963,4.459562,41.904639,2.761774,960.4,1,FR,738
CRL-IBZ,CRL,IBZ,Charleroi,Ibiza (Eivissa),BE,ES,50.461963,4.459562,38.872898,1.37312,1311.2,1,FR,738
CRL-SKP,CRL,SKP,Charleroi,Ilinden,BE,MK,50.461963,4.459562,41.958087,21.622581,1618.0,1,W6,320
CRL-CFU,CRL,CFU,Charleroi,Kerkyra (Corfu),BE,GR,50.461963,4.459562,39.60145,19.912179,1706.1,1,FR,738
CRL-LRH,CRL,LRH,Charleroi,La Rochelle,BE,FR,50.461963,4.459562,46.179199,-1.19528,633.4,1,FR,738
CRL-SUF,CRL,SUF,Charleroi,Lamezia Terme (CZ),BE,IT,50.461963,4.459562,38.906214,16.246007,1583.1,1,FR,738
CRL-MAD,CRL,MAD,Charleroi,Madrid,BE,ES,50.461963,4.459562,40.493407,-3.572249,1271.4,1,FR,738
CRL-MAN,CRL,MAN,Charleroi,"Manchester, Greater Manchester",BE,GB,50.461963,4.459562,53.349375,-2.279521,562.5,1,FR,738
CRL-MRS,CRL,MRS,Charleroi,"Marignane, Bouches-du-Rhône",BE,FR,50.461963,4.459562,43.438088,5.2125,783.1,1,FR,738
CRL-MPL,CRL,MPL,Charleroi,Montpellier/Méditerranée,BE,FR,50.461963,4.459562,43.576199,3.96301,766.6,1,FR,738
CRL-AGP,CRL,AGP,Charleroi,Málaga,BE,ES,50.461963,4.459562,36.6749,-4.49911,1691.5,1,FR,738
CRL-VOL,CRL,VOL,Charleroi,Nea Anchialos,BE,GR,50.461963,4.459562,39.219601,22.7943,1901.8,1,FR,738
CRL-WMI,CRL,WMI,Charleroi,Nowy Dwór Mazowiecki,BE,PL,50.461963,4.459562,52.451099,20.6518,1140.9,1,FR,738
CRL-NYO,CRL,NYO,Charleroi,Nyköping,BE,SE,50.461963,4.459562,58.789656,16.911479,1220.8,1,FR,738
CRL-FNI,CRL,FNI,Charleroi,Nîmes/Garons,BE,FR,50.461963,4.459562,43.757401,4.41635,745.5,1,FR,738
CRL-BGY,CRL,BGY,Charleroi,Orio al Serio (BG),BE,IT,50.461963,4.459562,45.669362,9.708851,660.1,1,FR,738
CRL-OTP,CRL,OTP,Charleroi,Otopeni,BE,RO,50.461963,4.459562,44.571792,26.103285,1744.5,1,W6,320
CRL-PMI,CRL,PMI,Charleroi,Palma de Mallorca,BE,ES,50.461963,4.459562,39.551701,2.73881,1220.6,1,FR,738
CRL-PGF,CRL,PGF,Charleroi,Perpignan/Rivesaltes,BE,FR,50.461963,4.459562,42.740398,2.87067,867.1,1,FR,738
CRL-PEG,CRL,PEG,Charleroi,Perugia (PG),BE,IT,50.461963,4.459562,43.095901,12.5132,1021.9,1,FR,738
CRL-PSR,CRL,PSR,Charleroi,Pescara,BE,IT,50.461963,4.459562,42.431079,14.182981,1160.9,1,FR,738
CRL-PSA,CRL,PSA,Charleroi,Pisa (PI),BE,IT,50.461963,4.459562,43.683899,10.3927,876.8,1,FR,738
CRL-TGD,CRL,TGD,Charleroi,Podgorica,BE,ME,50.461963,4.459562,42.359402,19.2519,1443.9,1,FR,738
CRL-OPO,CRL,OPO,Charleroi,Porto,BE,PT,50.461963,4.459562,41.2481002808,-8.68138980865,1440.0,1,FR,738
CRL-PUY,CRL,PUY,Charleroi,Pula,BE,HR,50.461963,4.459562,44.893501,13.9222,939.6,1,FR,738
CRL-REU,CRL,REU,Charleroi,Reus,BE,ES,50.461963,4.459562,41.147509,1.168354,1066.4,1,FR,738
CRL-RDZ,CRL,RDZ,Charleroi,Rodez/Marcillac,BE,FR,50.461963,4.459562,44.407902,2.48267,689.3,1,FR,738
CRL-CIA,CRL,CIA,Charleroi,Rome,BE,IT,50.461963,4.459562,41.798769,12.595331,1147.8,1,FR,738
CRL-TRS,CRL,TRS,Charleroi,Ronchi dei Legionari/Trieste,BE,IT,50.461963,4.459562,45.827862,13.466672,842.9,1,FR,738
CRL-SDR,CRL,SDR,Charleroi,Santander,BE,ES,50.461963,4.459562,43.427101,-3.82001,1002.2,1,FR,738
CRL-SVQ,CRL,SVQ,Charleroi,Seville,BE,ES,50.461963,4.459562,37.417999,-5.89311,1666.9,1,FR,738
CRL-SOF,CRL,SOF,Charleroi,Sofia,BE,BG,50.461963,4.459562,42.696357,23.417671,1679.6,1,W6,320
CRL-SKG,CRL,SKG,Charleroi,Thessaloniki,BE,GR,50.461963,4.459562,40.51928,22.970009,1809.3,1,FR,738
CRL-TPS,CRL,TPS,Charleroi,Trapani (TP),BE,IT,50.461963,4.459562,37.9114,12.488,1533.2,1,FR,738
CRL-TSF,CRL,TSF,Charleroi,Treviso (TV),BE,IT,50.461963,4.459562,45.648399,12.1944,784.7,1,FR,738
CRL-VLC,CRL,VLC,Charleroi,Valencia,BE,ES,50.461963,4.459562,39.489162,-0.480961,1279.8,1,FR,738
CRL-VNO,CRL,VNO,Charleroi,Vilnius,BE,LT,50.461963,4.459562,54.634102,25.285801,1476.2,1,FR,738
CRL-WAW,CRL,WAW,Charleroi,Warsaw,BE,PL,50.461963,4.459562,52.165699,20.9671,1160.2,1,W6,320
CRL-ZAD,CRL,ZAD,Charleroi,Zadar,BE,HR,50.461963,4.459562,44.096986,15.353565,1082.6,1,FR,738
CRL-ZTH,CRL,ZTH,Charleroi,Zakynthos,BE,GR,50.461963,4.459562,37.7509,20.8843,1919.6,1,FR,738
CRL-ZAZ,CRL,ZAZ,Charleroi,Zaragoza,BE,ES,50.461963,4.459562,41.666199,-1.04155,1065.4,1,FR,738
CRL-LJU,CRL,LJU,Charleroi,Zgornji Brnik,BE,SI,50.461963,4.459562,46.223701,14.4576,875.3,1,W6,320
LGG-AJA,LGG,AJA,Grâce-Hollogne,Ajaccio,BE,FR,50.638574,5.443897,41.923599,8.80292,1002.6,2,"AF,XK",320
LGG-BIA,LGG,BIA,Grâce-Hollogne,Bastia,BE,FR,50.638574,5.443897,42.5527,9.48373,950.2,2,"AF,XK",320
LGG-HER,LGG,HER,Grâce-Hollogne,Heraklion,BE,GR,50.638574,5.443897,35.339699,25.1803,2324.6,1,HQ,320
LGG-LIL,LGG,LIL,Grâce-Hollogne,Lesquin,BE,FR,50.638574,5.443897,50.566564,3.102429,165.4,1,HQ,320
LGG-PMI,LGG,PMI,Grâce-Hollogne,Palma de Mallorca,BE,ES,50.638574,5.443897,39.551701,2.73881,1250.7,1,HQ,320
OST-LGG,OST,LGG,Oostende,Grâce-Hollogne,BE,BE,51.1998,2.874673,50.638574,5.443897,190.6,1,HQ,320
BRU-ALC,BRU,ALC,Zaventem,Alicante,BE,ES,50.901402,4.48444,38.2822,-0.558156,1458.0,4,"FR,IB,SN,VY","319,320,738"
BRU-LEI,BRU,LEI,Zaventem,Almería,BE,ES,50.901402,4.48444,36.843899,-2.3701,1655.1,1,HQ,320
BRU-AMS,BRU,AMS,Zaventem,Amsterdam,BE,NL,50.901402,4.48444,52.308601,4.76389,157.7,1,KL,F70 EMJ
BRU-BCN,BRU,BCN,Zaventem,Barcelona,BE,ES,50.901402,4.48444,41.2971,2.07846,1083.8,5,"FR,HU,IB,SN,VY","319,320,320 319,738"
BRU-BIA,BRU,BIA,Zaventem,Bastia,BE,FR,50.901402,4.48444,42.5527,9.48373,1002.9,1,SN,319
BRU-BEG,BRU,BEG,Zaventem,Belgrade,BE,RS,50.901402,4.48444,44.818401,20.309099,1356.6,1,JU,319
BRU-BIO,BRU,BIO,Zaventem,Bilbao,BE,ES,50.901402,4.48444,43.301102,-2.91061,1012.5,2,"HU,SN",319
BRU-BLL,BRU,BLL,Zaventem,Billund,BE,DK,50.901402,4.48444,55.740335,9.157019,620.8,1,BA,FRJ J31
BRU-BHX,BRU,BHX,Zaventem,"Birmingham, West Midlands",BE,GB,50.901402,4.48444,52.453899,-1.74803,462.9,2,"SN,UA","AR1 DH4,DH4"
BRU-BLQ,BRU,BLQ,Zaventem,Bologna,BE,IT,50.901402,4.48444,44.5354,11.2887,871.1,1,SN,AR1 319
BRU-BOD,BRU,BOD,Zaventem,Bordeaux,BE,FR,50.901402,4.48444,44.82865,-0.715356,778.3,1,U2,320
BRU-BRS,BRU,BRS,Zaventem,Bristol,BE,GB,50.901402,4.48444,51.382326,-2.716453,505.0,1,SN,ER4
BRU-BUD,BRU,BUD,Zaventem,Budapest,BE,HU,50.901402,4.48444,47.43018,19.262393,1139.3,1,SN,AR1
BRU-BOJ,BRU,BOJ,Zaventem,Burgas,BE,BG,50.901402,4.48444,42.569917,27.515173,1973.0,1,HQ,320
BRU-BSL,BRU,BSL,Zaventem,Bâle / Mulhouse,BE,FR,50.901402,4.48444,47.60068,7.521117,428.0,3,"LX,SN,U2","319,319 AR1"
BRU-TRN,BRU,TRN,Zaventem,Caselle Torinese (TO),BE,IT,50.901402,4.48444,45.200802,7.64963,676.0,1,SN,DH4
BRU-CTA,BRU,CTA,Zaventem,Catania,BE,IT,50.901402,4.48444,37.466801,15.0664,1711.7,2,"KM,SN",319
BRU-LYS,BRU,LYS,Zaventem,"Colombier-Saugnieu, Rhône",BE,FR,50.901402,4.48444,45.725996,5.090139,577.2,4,"A5,AF,SN,U2","319,AR1 319 320,ER4"
BRU-CPH,BRU,CPH,Zaventem,Copenhagen,BE,DK,50.901402,4.48444,55.617900848389,12.656000137329,754.4,4,"HU,SK,SN,TF","319,319 320 CR9 321,319 AR1,AR1"
BRU-ORK,BRU,ORK,Zaventem,Cork,BE,IE,50.901402,4.48444,51.841301,-8.49111,905.5,1,EI,320
BRU-DUB,BRU,DUB,Zaventem,Dublin,BE,IE,50.901402,4.48444,53.428713,-6.262121,784.0,1,EI,320
BRU-DBV,BRU,DBV,Zaventem,Dubrovnik,BE,HR,50.901402,4.48444,42.562247,18.265543,1397.0,1,HQ,319 320
BRU-EDI,BRU,EDI,Zaventem,Edinburgh,BE,GB,50.901402,4.48444,55.950145,-3.372288,764.7,1,SN,319 AR1
BRU-FAO,BRU,FAO,Zaventem,Faro,BE,PT,50.901402,4.48444,37.015909,-7.970939,1832.3,2,"SN,TP",320 319
BRU-MXP,BRU,MXP,Zaventem,Ferno (VA),BE,IT,50.901402,4.48444,45.6306,8.72811,664.7,4,"HU,LH,SN,U2","319,319 AR1,AR1"
BRU-FLR,BRU,FLR,Zaventem,Firenze (FI),BE,IT,50.901402,4.48444,43.808558,11.202822,936.2,1,SN,AR1
BRU-FRA,BRU,FRA,Zaventem,Frankfurt am Main,BE,DE,50.901402,4.48444,50.026706,8.55835,304.3,3,"ET,LH,SN","319 320 733 32A,321 735 E90 733 CR7 319 320 32A"
BRU-FNC,BRU,FNC,Zaventem,Funchal,BE,PT,50.901402,4.48444,32.697812,-16.774613,2664.1,1,HQ,319 320
BRU-GDN,BRU,GDN,Zaventem,Gdańsk,BE,PL,50.901402,4.48444,54.377602,18.4662,1017.4,1,K2,DH4
BRU-GVA,BRU,GVA,Zaventem,Geneva,BE,CH,50.901402,4.48444,46.238098,6.10895,532.1,4,"HU,LX,SN,U2","319,320 319,320 319 AR1"
BRU-GOT,BRU,GOT,Zaventem,Göteborg,BE,SE,50.901402,4.48444,57.6628,12.2798,905.0,3,"SN,TF,UA","AR1,AR1 319 DH4,DH4"
BRU-HAM,BRU,HAM,Zaventem,Hamburg,BE,DE,50.901402,4.48444,53.630402,9.98823,481.8,2,"LH,SN",AR1 DH4 319
BRU-HAJ,BRU,HAJ,Zaventem,Hannover,BE,DE,50.901402,4.48444,52.461102,9.68508,398.2,3,"LH,SN,UA",DH4
BRU-HEL,BRU,HEL,Zaventem,Helsinki (Vantaa),BE,FI,50.901402,4.48444,60.318363,24.963341,1646.6,1,AY,319 320 343
BRU-HER,BRU,HER,Zaventem,Heraklion,BE,GR,50.901402,4.48444,35.339699,25.1803,2395.4,3,"A3,HQ,SN","320,320 319"
BRU-IBZ,BRU,IBZ,Zaventem,Ibiza (Eivissa),BE,ES,50.901402,4.48444,38.872898,1.37312,1359.5,3,"HQ,IB,VY","319 320,320"
BRU-IST,BRU,IST,Zaventem,Istanbul,BE,TR,50.901402,4.48444,41.274874,28.732136,2140.2,1,TK,738 321 343 320 330
BRU-CFU,BRU,CFU,Zaventem,Kerkyra (Corfu),BE,GR,50.901402,4.48444,39.60145,19.912179,1736.0,1,HQ,320
BRU-LIS,BRU,LIS,Zaventem,Lisbon,BE,PT,50.901402,4.48444,38.7813,-9.13592,1717.5,8,"AY,FR,IB,SN,TG,TP,US,VY","319 320,319 321 320 100,320,320 319,320 321,321 320 319 100,738"
BRU-LGW,BRU,LGW,Zaventem,London,BE,GB,50.901402,4.48444,51.148744,-0.185739,327.7,1,U2,319
BRU-LHR,BRU,LHR,Zaventem,London,BE,GB,50.901402,4.48444,51.470748,-0.459909,350.3,3,"AA,BA,SN","319 320 321,319 AR1"
BRU-MAD,BRU,MAD,Zaventem,Madrid,BE,ES,50.901402,4.48444,40.493407,-3.572249,1313.8,5,"AM,HU,IB,SN,UX","319,319 AR1,321 320,E90"
BRU-MAH,BRU,MAH,Zaventem,Mahón (Maó),BE,ES,50.901402,4.48444,39.862598,4.21865,1227.6,1,HQ,320
BRU-MAN,BRU,MAN,Zaventem,"Manchester, Greater Manchester",BE,GB,50.901402,4.48444,53.349375,-2.279521,535.7,2,"SN,UA","319 AR1 DH4,DH4"
BRU-MRS,BRU,MRS,Zaventem,"Marignane, Bouches-du-Rhône",BE,FR,50.901402,4.48444,43.438088,5.2125,831.7,1,SN,AR1
BRU-DME,BRU,DME,Zaventem,Moscow,BE,RU,50.901402,4.48444,55.408798,37.9063,2260.7,1,SN,320 319
BRU-SVO,BRU,SVO,Zaventem,Moscow,BE,RU,50.901402,4.48444,55.976858,37.41121,2229.4,1,SU,320 319
BRU-MUC,BRU,MUC,Zaventem,Munich,BE,DE,50.901402,4.48444,48.353802,11.7861,597.0,2,"LH,SN","E95 319 320,E95 319 CR9 320"
BRU-JMK,BRU,JMK,Zaventem,Mykonos,BE,GR,50.901402,4.48444,37.435101,25.348101,2224.3,1,HQ,320
BRU-AGP,BRU,AGP,Zaventem,Málaga,BE,ES,50.901402,4.48444,36.6749,-4.49911,1735.5,4,"FR,IB,SN,VY","320,320 319,738"
BRU-NTE,BRU,NTE,Zaventem,Nantes,BE,FR,50.901402,4.48444,47.153198,-1.61073,608.9,2,"A5,AF",ER4
BRU-NAP,BRU,NAP,Zaventem,Napoli,BE,IT,50.901402,4.48444,40.886002,14.2908,1345.1,2,"SN,U2","319,320 319"
BRU-NCL,BRU,NCL,Zaventem,"Newcastle upon Tyne, Tyne and Wear",BE,GB,50.901402,4.48444,55.037958,-1.689577,618.0,2,"BM,SN",ER4
BRU-NCE,BRU,NCE,Zaventem,"Nice, Alpes-Maritimes",BE,FR,50.901402,4.48444,43.658401,7.21587,831.2,2,"SN,U2","319 320,320 319"
BRU-EMA,BRU,EMA,Zaventem,"Nottingham, Leicestershire",BE,GB,50.901402,4.48444,52.8311,-1.32806,452.9,1,BM,ER3
BRU-OSL,BRU,OSL,Zaventem,Oslo (Gardermoen),BE,NO,50.901402,4.48444,60.193901,11.1004,1112.6,2,"SK,SN","738 73W 73G 73H 736,AR1 319"
BRU-OTP,BRU,OTP,Zaventem,Otopeni,BE,RO,50.901402,4.48444,44.571792,26.103285,1754.9,2,"RO,SN","318 733,73W 733 73H 318"
BRU-PMO,BRU,PMO,Zaventem,Palermo,BE,IT,50.901402,4.48444,38.175999,13.091,1568.3,1,SN,320 319
BRU-PMI,BRU,PMI,Zaventem,Palma de Mallorca,BE,ES,50.901402,4.48444,39.551701,2.73881,1269.3,4,"FR,HQ,IB,VY","320,320 319,738"
BRU-CDG,BRU,CDG,Zaventem,"Paris (Roissy-en-France, Val-d'Oise)",BE,FR,50.901402,4.48444,49.00896,2.554117,251.7,2,"ET,SN","320 319,763"
BRU-OPO,BRU,OPO,Zaventem,Porto,BE,PT,50.901402,4.48444,41.2481002808,-8.68138980865,1473.4,5,"FR,IB,SN,TP,VY","319,319 100 ER4,320,738"
BRU-PRG,BRU,PRG,Zaventem,Prague,BE,CZ,50.901402,4.48444,50.100874,14.259911,696.6,4,"OK,QS,SN,UA","319,319 DH4,DH4"
BRU-REU,BRU,REU,Zaventem,Reus,BE,ES,50.901402,4.48444,41.147509,1.168354,1114.1,1,HQ,319
BRU-KEF,BRU,KEF,Zaventem,Reykjavík,BE,IS,50.901402,4.48444,63.985001,-22.6056,2148.1,1,FI,75W
BRU-RIX,BRU,RIX,Zaventem,Riga,BE,LV,50.901402,4.48444,56.920752,23.970711,1434.1,2,"BT,SN",735 DH4
BRU-FCO,BRU,FCO,Zaventem,Rome,BE,IT,50.901402,4.48444,41.804532,12.251998,1172.6,6,"AZ,FR,HU,IB,SN,VY","320,320 319,32S 320 319,738"
BRU-SCQ,BRU,SCQ,Zaventem,Santiago de Compostela,BE,ES,50.901402,4.48444,42.896301,-8.41514,1320.5,2,"IB,VY",320
BRU-LIN,BRU,LIN,Zaventem,Segrate (MI),BE,IT,50.901402,4.48444,45.445099,9.27674,702.8,4,"AZ,LH,LX,SN","AR1 319,E75 E90"
BRU-SVQ,BRU,SVQ,Zaventem,Seville,BE,ES,50.901402,4.48444,37.417999,-5.89311,1708.8,1,SN,319
BRU-SOF,BRU,SOF,Zaventem,Sofia,BE,BG,50.901402,4.48444,42.696357,23.417671,1698.2,1,FB,E90 319
BRU-ATH,BRU,ATH,Zaventem,Spata-Artemida,BE,GR,50.901402,4.48444,37.936401,23.9445,2101.4,3,"A3,SN,US","319,321 320"
BRU-ARN,BRU,ARN,Zaventem,Stockholm,BE,SE,50.901402,4.48444,59.64849,17.928829,1287.9,1,SK,736 73W 717
BRU-BMA,BRU,BMA,Zaventem,Stockholm,BE,SE,50.901402,4.48444,59.354401,17.9417,1266.3,2,"SN,TF",AR1
BRU-SXB,BRU,SXB,Zaventem,Strasbourg,BE,FR,50.901402,4.48444,48.5383,7.62823,346.5,2,"SN,UA",DH4
BRU-STR,BRU,STR,Zaventem,Stuttgart,BE,DE,50.901402,4.48444,48.689899,9.22196,419.5,1,4U,319 CRJ
BRU-TLL,BRU,TLL,Zaventem,Tallinn,BE,EE,50.901402,4.48444,59.413246,24.83264,1591.5,2,"OV,SN",CR9
BRU-LDE,BRU,LDE,Zaventem,Tarbes/Lourdes/Pyrénées,BE,FR,50.901402,4.48444,43.178699,-0.006439,923.3,1,HQ,319
BRU-TIV,BRU,TIV,Zaventem,Tivat,BE,ME,50.901402,4.48444,42.404701,18.723301,1435.6,1,HQ,320
BRU-TLS,BRU,TLS,Zaventem,Toulouse/Blagnac,BE,FR,50.901402,4.48444,43.629101,1.36382,842.0,2,"SN,U2","319,AR1"
BRU-TSF,BRU,TSF,Zaventem,Treviso (TV),BE,IT,50.901402,4.48444,45.648399,12.1944,815.7,1,FR,738
BRU-VLC,BRU,VLC,Zaventem,Valencia,BE,ES,50.901402,4.48444,39.489162,-0.480961,1326.5,3,"FR,IB,VY","320,738"
BRU-MLA,BRU,MLA,Zaventem,Valletta,BE,MT,50.901402,4.48444,35.845932,14.491546,1855.3,2,"KM,SN",320 319
BRU-VAR,BRU,VAR,Zaventem,Varna,BE,BG,50.901402,4.48444,43.232101,27.8251,1951.5,1,HQ,320
BRU-ZAG,BRU,ZAG,Zaventem,Velika Gorica,BE,HR,50.901402,4.48444,45.742901,16.0688,1029.0,2,"OU,SN",DH4
BRU-VCE,BRU,VCE,Zaventem,Venezia (VE),BE,IT,50.901402,4.48444,45.505299,12.3519,835.8,3,"IB,SN,VY","319 AR1,320"
BRU-VIE,BRU,VIE,Zaventem,Vienna,BE,AT,50.901402,4.48444,48.110298,16.5697,924.9,2,"OS,SN","319 320 F70,319 F70 320"
BRU-VNO,BRU,VNO,Zaventem,Vilnius,BE,LT,50.901402,4.48444,54.634102,25.285801,1453.6,4,"BT,LH,LT,SN","AR1 319,CR2 E75"
BRU-WAW,BRU,WAW,Zaventem,Warsaw,BE,PL,50.901402,4.48444,52.165699,20.9671,1146.2,1,LO,E95 734 E75
BRU-WRO,BRU,WRO,Zaventem,Wrocław,BE,PL,50.901402,4.48444,51.103719,16.882096,866.8,1,K2,DH4
BRU-ZTH,BRU,ZTH,Zaventem,Zakynthos,BE,GR,50.901402,4.48444,37.7509,20.8843,1950.8,1,HQ,320
BRU-LJU,BRU,LJU,Zaventem,Zgornji Brnik,BE,SI,50.901402,4.48444,46.223701,14.4576,898.3,2,"JP,SN",319 CR9
BRU-ZRH,BRU,ZRH,Zaventem,Zurich,BE,CH,50.901402,4.48444,47.458056,8.548056,483.4,2,"LX,SN",AR1 320
BOJ-CPH,BOJ,CPH,Burgas,Copenhagen,BG,DK,42.569917,27.515173,55.617900848389,12.656000137329,1801.8,1,DY,73H
BOJ-DUB,BOJ,DUB,Burgas,Dublin,BG,IE,42.569917,27.515173,53.428713,-6.262121,2753.8,1,EI,320
BOJ-HEL,BOJ,HEL,Burgas,Helsinki (Vantaa),BG,FI,42.569917,27.515173,60.318363,24.963341,1981.1,1,DY,73H
BOJ-LTN,BOJ,LTN,Burgas,"Luton, Luton",BG,GB,42.569917,27.515173,51.874699,-0.368333,2326.6,1,W6,320
BOJ-DME,BOJ,DME,Burgas,Moscow,BG,RU,42.569917,27.515173,55.408798,37.9063,1612.5,1,S7,763 320
BOJ-SVO,BOJ,SVO,Burgas,Moscow,BG,RU,42.569917,27.515173,55.976858,37.41121,1650.8,1,FB,320
BOJ-OSL,BOJ,OSL,Burgas,Oslo (Gardermoen),BG,NO,42.569917,27.515173,60.193901,11.1004,2252.6,1,DY,73H
BOJ-SOF,BOJ,SOF,Burgas,Sofia,BG,BG,42.569917,27.515173,42.696357,23.417671,335.5,1,FB,320 E90
BOJ-LED,BOJ,LED,Burgas,St. Petersburg,BG,RU,42.569917,27.515173,59.800301,30.262501,1925.1,2,"FB,SU",320
BOJ-VAR,BOJ,VAR,Burgas,Varna,BG,BG,42.569917,27.515173,43.232101,27.8251,77.8,1,FB,E90
BOJ-BRU,BOJ,BRU,Burgas,Zaventem,BG,BE,42.569917,27.515173,50.901402,4.48444,1973.0,1,HQ,320
PDV-HHN,PDV,HHN,Plovdiv,Frankfurt am Main (Lautzenhausen),BG,DE,42.067799,24.8508,49.946353,7.261734,1610.3,1,FR,738
PDV-STN,PDV,STN,Plovdiv,"London, Essex",BG,GB,42.067799,24.8508,51.884998,0.235,2147.7,1,FR,738
SOF-AMS,SOF,AMS,Sofia,Amsterdam,BG,NL,42.696357,23.417671,52.308601,4.76389,1753.7,1,FB,320 E90 319
SOF-BCN,SOF,BCN,Sofia,Barcelona,BG,ES,42.696357,23.417671,41.2971,2.07846,1765.6,2,"FB,W6","320,320 319"
SOF-BVA,SOF,BVA,Sofia,Beauvais,BG,FR,42.696357,23.417671,49.454399,2.11278,1798.9,1,W6,320
SOF-BEG,SOF,BEG,Sofia,Belgrade,BG,RS,42.696357,23.417671,44.818401,20.309099,343.5,1,JU,AT7
SOF-BLQ,SOF,BLQ,Sofia,Bologna,BG,IT,42.696357,23.417671,44.5354,11.2887,996.6,1,W6,320
SOF-BOJ,SOF,BOJ,Sofia,Burgas,BG,BG,42.696357,23.417671,42.569917,27.515173,335.5,1,FB,E90 320
SOF-CRL,SOF,CRL,Sofia,Charleroi,BG,BE,42.696357,23.417671,50.461963,4.459562,1679.6,1,W6,320
SOF-DTM,SOF,DTM,Sofia,Dortmund,BG,DE,42.696357,23.417671,51.518299,7.61224,1541.3,1,W6,320
SOF-EIN,SOF,EIN,Sofia,Eindhoven,BG,NL,42.696357,23.417671,51.4500999451,5.37452983856,1670.3,1,W6,320
SOF-MXP,SOF,MXP,Sofia,Ferno (VA),BG,IT,42.696357,23.417671,45.6306,8.72811,1214.3,2,"AZ,FB","E90,E90 319"
SOF-FRA,SOF,FRA,Sofia,Frankfurt am Main,BG,DE,42.696357,23.417671,50.026706,8.55835,1397.5,3,"ET,FB,LH","320 32A 319,32A 320 319 321,E90 319"
SOF-HHN,SOF,HHN,Sofia,Frankfurt am Main (Lautzenhausen),BG,DE,42.696357,23.417671,49.946353,7.261734,1474.8,1,W6,320
SOF-IST,SOF,IST,Sofia,Istanbul,BG,TR,42.696357,23.417671,41.274874,28.732136,466.7,1,TK,738 320
SOF-LGW,SOF,LGW,Sofia,London,BG,GB,42.696357,23.417671,51.148744,-0.185739,2011.6,1,U2,319 320
SOF-LHR,SOF,LHR,Sofia,London,BG,GB,42.696357,23.417671,51.470748,-0.459909,2041.2,3,"AA,BA,FB","320,320 319 E90"
SOF-STN,SOF,STN,Sofia,"London, Essex",BG,GB,42.696357,23.417671,51.884998,0.235,2012.2,1,U2,319 320
SOF-LTN,SOF,LTN,Sofia,"Luton, Luton",BG,GB,42.696357,23.417671,51.874699,-0.368333,2050.5,1,W6,320
SOF-MAD,SOF,MAD,Sofia,Madrid,BG,ES,42.696357,23.417671,40.493407,-3.572249,2248.1,3,"FB,IB,W6","319 320 E90,320"
SOF-MAN,SOF,MAN,Sofia,"Manchester, Greater Manchester",BG,GB,42.696357,23.417671,53.349375,-2.279521,2229.8,1,U2,319
SOF-SVO,SOF,SVO,Sofia,Moscow,BG,RU,42.696357,23.417671,55.976858,37.41121,1783.9,2,"FB,SU",319
SOF-MUC,SOF,MUC,Sofia,Munich,BG,DE,42.696357,23.417671,48.353802,11.7861,1101.2,1,LH,320 321
SOF-AGP,SOF,AGP,Sofia,Málaga,BG,ES,42.696357,23.417671,36.6749,-4.49911,2468.3,1,FB,320 319
SOF-BGY,SOF,BGY,Sofia,Orio al Serio (BG),BG,IT,42.696357,23.417671,45.669362,9.708851,1140.4,1,W6,320
SOF-OTP,SOF,OTP,Sofia,Otopeni,BG,RO,42.696357,23.417671,44.571792,26.103285,300.3,3,"FB,QR,RO","320 321,AT5"
SOF-PMI,SOF,PMI,Sofia,Palma de Mallorca,BG,ES,42.696357,23.417671,39.551701,2.73881,1762.3,1,FB,320 E90
SOF-CDG,SOF,CDG,Sofia,"Paris (Roissy-en-France, Val-d'Oise)",BG,FR,42.696357,23.417671,49.00896,2.554117,1754.3,2,"AF,FB","319 E90,321 320"
SOF-PRG,SOF,PRG,Sofia,Prague,BG,CZ,42.696357,23.417671,50.100874,14.259911,1080.5,2,"FB,OK",319 E90
