route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
WAW-EIN,WAW,EIN,Warsaw,Eindhoven,PL,NL,52.165699,20.9671,51.4500999451,5.37452983856,1072.9,1,W6,320
WAW-MXP,WAW,MXP,Warsaw,Ferno (VA),PL,IT,52.165699,20.9671,45.6306,8.72811,1150.0,1,LO,E75 E70
WAW-FRA,WAW,FRA,Warsaw,Frankfurt am Main,PL,DE,52.165699,20.9671,50.026706,8.55835,897.3,3,"ET,LH,LO","320 321 32A,32A 321 320 319,E75 E95 E70"
WAW-GDN,WAW,GDN,Warsaw,Gdańsk,PL,PL,52.165699,20.9671,54.377602,18.4662,296.9,1,LO,E75 DH4 E95
WAW-GVA,WAW,GVA,Warsaw,Geneva,PL,CH,52.165699,20.9671,46.238098,6.10895,1261.3,2,"LO,LX",E75
WAW-GLA,WAW,GLA,Warsaw,Glasgow,PL,GB,52.165699,20.9671,55.871899,-4.43306,1699.2,1,W6,320
WAW-HAM,WAW,HAM,Warsaw,Hamburg,PL,DE,52.165699,20.9671,53.630402,9.98823,753.4,2,"LH,LO",E75 E70
WAW-HEL,WAW,HEL,Warsaw,Helsinki (Vantaa),PL,FI,52.165699,20.9671,60.318363,24.963341,939.1,2,"AY,BA","E70,E70 E90"
WAW-IST,WAW,IST,Warsaw,Istanbul,PL,TR,52.165699,20.9671,41.274874,28.732136,1346.1,2,"LO,TK","321,734 E95"
WAW-RZE,WAW,RZE,Warsaw,Jasionka,PL,PL,52.165699,20.9671,50.109791,22.024155,240.2,1,LO,DH4 E95 E75
WAW-KTW,WAW,KTW,Warsaw,Katowice,PL,PL,52.165699,20.9671,50.476015,19.080705,229.1,1,LO,E70 DH4
WAW-CGN,WAW,CGN,Warsaw,Köln (Cologne),PL,DE,52.165699,20.9671,50.865898,7.14274,965.9,1,4U,CRJ
WAW-LIS,WAW,LIS,Warsaw,Lisbon,PL,PT,52.165699,20.9671,38.7813,-9.13592,2749.0,2,"LO,TP",320 319
WAW-LPL,WAW,LPL,Warsaw,Liverpool,PL,GB,52.165699,20.9671,53.334863,-2.849637,1600.8,1,W6,320
WAW-LHR,WAW,LHR,Warsaw,London,PL,GB,52.165699,20.9671,51.470748,-0.459909,1469.5,5,"AA,BA,IB,LO,NH","320,734,734 E95"
WAW-LTN,WAW,LTN,Warsaw,"Luton, Luton",PL,GB,52.165699,20.9671,51.874699,-0.368333,1455.0,1,W6,320
WAW-LWO,WAW,LWO,Warsaw,Lviv,PL,UA,52.165699,20.9671,49.8125,23.9561,335.0,1,LO,E95 E70
WAW-MAD,WAW,MAD,Warsaw,Madrid,PL,ES,52.165699,20.9671,40.493407,-3.572249,2270.1,1,LO,734 E95
WAW-MMX,WAW,MMX,Warsaw,Malmö,PL,SE,52.165699,20.9671,55.535564,13.376327,622.6,1,W6,320
WAW-MSQ,WAW,MSQ,Warsaw,Minsk,PL,BY,52.165699,20.9671,53.888071,28.039964,510.0,2,"B2,LO","735 CRJ E75,E75 E95 734"
WAW-SVO,WAW,SVO,Warsaw,Moscow,PL,RU,52.165699,20.9671,55.976858,37.41121,1150.1,2,"LO,SU","320,E95 E75"
WAW-MUC,WAW,MUC,Warsaw,Munich,PL,DE,52.165699,20.9671,48.353802,11.7861,777.3,2,"LH,LO","E75,E95"
WAW-AGP,WAW,AGP,Warsaw,Málaga,PL,ES,52.165699,20.9671,36.6749,-4.49911,2632.0,1,DY,73H
WAW-NCE,WAW,NCE,Warsaw,"Nice, Alpes-Maritimes",PL,FR,52.165699,20.9671,43.658401,7.21587,1390.5,1,LO,E75
WAW-NYO,WAW,NYO,Warsaw,Nyköping,PL,SE,52.165699,20.9671,58.789656,16.911479,779.3,1,W6,320
WAW-BGY,WAW,BGY,Warsaw,Orio al Serio (BG),PL,IT,52.165699,20.9671,45.669362,9.708851,1092.6,1,W6,320
WAW-OSL,WAW,OSL,Warsaw,Oslo (Gardermoen),PL,NO,52.165699,20.9671,60.193901,11.1004,1079.1,1,DY,733 73H
WAW-OTP,WAW,OTP,Warsaw,Otopeni,PL,RO,52.165699,20.9671,44.571792,26.103285,925.2,2,"LO,RO","E70,E75 E95 E70"
WAW-CDG,WAW,CDG,Warsaw,"Paris (Roissy-en-France, Val-d'Oise)",PL,FR,52.165699,20.9671,49.00896,2.554117,1342.4,2,"AF,LO","321 318 319 320,E95 E75"
WAW-POZ,WAW,POZ,Warsaw,Poznań,PL,PL,52.165699,20.9671,52.421598,16.823359,283.2,1,LO,DH4
WAW-PRG,WAW,PRG,Warsaw,Prague,PL,CZ,52.165699,20.9671,50.100874,14.259911,521.0,3,"LO,OK,QS","AT7 AT4,E75 E70"
WAW-RIX,WAW,RIX,Warsaw,Riga,PL,LV,52.165699,20.9671,56.920752,23.970711,563.0,2,"BT,LO","DH4,E70 DH4 E75"
WAW-FCO,WAW,FCO,Warsaw,Rome,PL,IT,52.165699,20.9671,41.804532,12.251998,1326.1,2,"AZ,W6","320,32S"
WAW-TRF,WAW,TRF,Warsaw,Sandefjord(Torp),PL,NO,52.165699,20.9671,59.186699,10.2586,1027.2,1,W6,320
WAW-LIN,WAW,LIN,Warsaw,Segrate (MI),PL,IT,52.165699,20.9671,45.445099,9.27674,1134.0,1,AZ,319 E75
WAW-SOF,WAW,SOF,Warsaw,Sofia,PL,BG,52.165699,20.9671,42.696357,23.417671,1068.8,2,"FB,LO","E75,E75 E70"
WAW-ATH,WAW,ATH,Warsaw,Spata-Artemida,PL,GR,52.165699,20.9671,37.936401,23.9445,1599.1,2,"A3,LO","320,E95 E75 734"
WAW-SPU,WAW,SPU,Warsaw,Split,PL,HR,52.165699,20.9671,43.538898,16.298,1020.0,1,K2,DH4
WAW-LED,WAW,LED,Warsaw,St. Petersburg,PL,RU,52.165699,20.9671,59.800301,30.262501,1025.1,1,LO,E75
WAW-SVG,WAW,SVG,Warsaw,Stavanger,PL,NO,52.165699,20.9671,58.876701,5.63778,1215.1,1,DY,73H
WAW-ARN,WAW,ARN,Warsaw,Stockholm,PL,SE,52.165699,20.9671,59.64849,17.928829,853.1,1,LO,E70 E75
WAW-SZZ,WAW,SZZ,Warsaw,Szczecin(Glewice),PL,PL,52.165699,20.9671,53.584702,14.9022,436.4,1,LO,E70
WAW-TLL,WAW,TLL,Warsaw,Tallinn,PL,EE,52.165699,20.9671,59.413246,24.83264,841.0,1,LO,E70 E75
WAW-VIE,WAW,VIE,Warsaw,Vienna,PL,AT,52.165699,20.9671,48.110298,16.5697,548.9,2,"LO,OS","E95 E75,E95 F70 100 DH4 E75"
WAW-VNO,WAW,VNO,Warsaw,Vilnius,PL,LT,52.165699,20.9671,54.634102,25.285801,396.5,1,LO,E70 E75 DH4
WAW-WRO,WAW,WRO,Warsaw,Wrocław,PL,PL,52.165699,20.9671,51.103719,16.882096,305.6,1,LO,E95 E75 E70
WAW-ZAD,WAW,ZAD,Warsaw,Zadar,PL,HR,52.165699,20.9671,44.096986,15.353565,988.5,1,K2,DH4
WAW-BRU,WAW,BRU,Warsaw,Zaventem,PL,BE,52.165699,20.9671,50.901402,4.48444,1146.2,1,LO,E95 734 E75
WAW-LJU,WAW,LJU,Warsaw,Zgornji Brnik,PL,SI,52.165699,20.9671,46.223701,14.4576,811.9,2,"JP,LO",CR2
WAW-ZRH,WAW,ZRH,Warsaw,Zurich,PL,CH,52.165699,20.9671,47.458056,8.548056,1031.5,2,"LO,LX","100,E70 E75"
WRO-ALC,WRO,ALC,Wrocław,Alicante,PL,ES,51.103719,16.882096,38.2822,-0.558156,1973.5,1,FR,738
WRO-BVA,WRO,BVA,Wrocław,Beauvais,PL,FR,51.103719,16.882096,49.454399,2.11278,1063.5,1,W6,320
WRO-BLQ,WRO,BLQ,Wrocław,Bologna,PL,IT,51.103719,16.882096,44.5354,11.2887,840.8,1,FR,738
WRO-BRS,WRO,BRS,Wrocław,Bristol,PL,GB,51.103719,16.882096,51.382326,-2.716453,1360.5,1,FR,738
WRO-CPH,WRO,CPH,Wrocław,Copenhagen,PL,DK,51.103719,16.882096,55.617900848389,12.656000137329,574.7,1,SK,CR2
WRO-ORK,WRO,ORK,Wrocław,Cork,PL,IE,51.103719,16.882096,51.841301,-8.49111,1750.4,1,FR,738
WRO-DUB,WRO,DUB,Wrocław,Dublin,PL,IE,51.103719,16.882096,53.428713,-6.262121,1588.8,1,FR,738
WRO-DUS,WRO,DUS,Wrocław,Düsseldorf,PL,DE,51.103719,16.882096,51.289501,6.76678,704.6,1,4U,CRJ
WRO-FRA,WRO,FRA,Wrocław,Frankfurt am Main,PL,DE,51.103719,16.882096,50.026706,8.55835,599.6,2,"LH,LO","CR7 32A,CR7 32A 321"
WRO-GDN,WRO,GDN,Wrocław,Gdańsk,PL,PL,51.103719,16.882096,54.377602,18.4662,379.3,1,K2,DH4
WRO-GRO,WRO,GRO,Wrocław,Girona,PL,ES,51.103719,16.882096,41.904639,2.761774,1483.3,1,FR,738
WRO-LPL,WRO,LPL,Wrocław,Liverpool,PL,GB,51.103719,16.882096,53.334863,-2.849637,1362.3,1,FR,738
WRO-STN,WRO,STN,Wrocław,"London, Essex",PL,GB,51.103719,16.882096,51.884998,0.235,1153.2,1,FR,738
WRO-LTN,WRO,LTN,Wrocław,"Luton, Luton",PL,GB,51.103719,16.882096,51.874699,-0.368333,1194.6,1,W6,320
WRO-MUC,WRO,MUC,Wrocław,Munich,PL,DE,51.103719,16.882096,48.353802,11.7861,476.9,2,"LH,LO",CR7 CR9 E95
WRO-AGP,WRO,AGP,Wrocław,Málaga,PL,ES,51.103719,16.882096,36.6749,-4.49911,2331.2,1,FR,738
WRO-EMA,WRO,EMA,Wrocław,"Nottingham, Leicestershire",PL,GB,51.103719,16.882096,52.8311,-1.32806,1258.7,1,FR,738
WRO-WMI,WRO,WMI,Wrocław,Nowy Dwór Mazowiecki,PL,PL,51.103719,16.882096,52.451099,20.6518,299.5,1,FR,738
WRO-BGY,WRO,BGY,Wrocław,Orio al Serio (BG),PL,IT,51.103719,16.882096,45.669362,9.708851,802.8,1,FR,738
WRO-CDG,WRO,CDG,Wrocław,"Paris (Roissy-en-France, Val-d'Oise)",PL,FR,51.103719,16.882096,49.00896,2.554117,1047.2,1,K2,DH4
WRO-PIK,WRO,PIK,Wrocław,"Prestwick, South Ayrshire",PL,GB,51.103719,16.882096,55.501499,-4.577182,1500.3,1,FR,738
WRO-CIA,WRO,CIA,Wrocław,Rome,PL,IT,51.103719,16.882096,41.798769,12.595331,1085.0,1,FR,738
WRO-TRF,WRO,TRF,Wrocław,Sandefjord(Torp),PL,NO,51.103719,16.882096,59.186699,10.2586,991.3,1,W6,320
WRO-SNN,WRO,SNN,Wrocław,Shannon,PL,IE,51.103719,16.882096,52.702,-8.92482,1769.8,1,FR,738
WRO-MLA,WRO,MLA,Wrocław,Valletta,PL,MT,51.103719,16.882096,35.845932,14.491546,1707.3,1,FR,738
WRO-WAW,WRO,WAW,Wrocław,Warsaw,PL,PL,51.103719,16.882096,52.165699,20.9671,305.6,1,LO,E95 E75 E70
WRO-BRU,WRO,BRU,Wrocław,Zaventem,PL,BE,51.103719,16.882096,50.901402,4.48444,866.8,1,K2,DH4
WRO-ZRH,WRO,ZRH,Wrocław,Zurich,PL,CH,51.103719,16.882096,47.458056,8.548056,727.2,1,K2,DH4
FAO-AMS,FAO,AMS,Faro,Amsterdam,PT,NL,37.015909,-7.970939,52.308601,4.76389,1969.8,1,HV,73H
FAO-BVA,FAO,BVA,Faro,Beauvais,PT,FR,37.015909,-7.970939,49.454399,2.11278,1603.1,1,FR,738
FAO-BFS,FAO,BFS,Faro,Belfast,PT,GB,37.015909,-7.970939,54.6575012207,-6.2158298492399995,1966.2,2,"LS,U2","319,733"
FAO-BHD,FAO,BHD,Faro,Belfast,PT,GB,37.015909,-7.970939,54.618099,-5.8725,1963.8,1,EI,320
FAO-BLL,FAO,BLL,Faro,Billund,PT,DK,37.015909,-7.970939,55.740335,9.157019,2447.1,1,FR,738
FAO-BHX,FAO,BHX,Faro,"Birmingham, West Midlands",PT,GB,37.015909,-7.970939,52.453899,-1.74803,1784.0,3,"FR,TO,ZB","321,738,73H 75W"
FAO-BOH,FAO,BOH,Faro,Bournemouth,PT,GB,37.015909,-7.970939,50.780483,-1.839576,1606.1,1,FR,738
FAO-BRE,FAO,BRE,Faro,Bremen,PT,DE,37.015909,-7.970939,53.046786,8.78932,2204.6,1,FR,738
FAO-BRS,FAO,BRS,Faro,Bristol,PT,GB,37.015909,-7.970939,51.382326,-2.716453,1650.4,2,"FR,U2","319 320,738"
FAO-BSL,FAO,BSL,Faro,Bâle / Mulhouse,PT,FR,37.015909,-7.970939,47.60068,7.521117,1728.5,1,U2,319
FAO-CRL,FAO,CRL,Faro,Charleroi,PT,BE,37.015909,-7.970939,50.461963,4.459562,1792.7,1,FR,738
FAO-NOC,FAO,NOC,Faro,Charlestown,PT,IE,37.015909,-7.970939,53.910439,-8.817002,1879.7,1,FR,738
FAO-CPH,FAO,CPH,Faro,Copenhagen,PT,DK,37.015909,-7.970939,55.617900848389,12.656000137329,2584.3,1,DY,73H
FAO-ORK,FAO,ORK,Faro,Cork,PT,IE,37.015909,-7.970939,51.841301,-8.49111,1649.0,2,"EI,FR","320,738"
FAO-LDY,FAO,LDY,Faro,"Derry, Derry and Strabane",PT,GB,37.015909,-7.970939,55.042801,-7.16111,2005.4,1,FR,738
FAO-DTM,FAO,DTM,Faro,Dortmund,PT,DE,37.015909,-7.970939,51.518299,7.61224,2025.8,1,FR,738
FAO-DUB,FAO,DUB,Faro,Dublin,PT,IE,37.015909,-7.970939,53.428713,-6.262121,1829.8,2,"EI,FR","320 321 330 332,738"
FAO-DUS,FAO,DUS,Faro,Düsseldorf,PT,DE,37.015909,-7.970939,51.289501,6.76678,1967.3,2,"AB,X3","321 320,73H"
FAO-EDI,FAO,EDI,Faro,Edinburgh,PT,GB,37.015909,-7.970939,55.950145,-3.372288,2133.5,2,"FR,LS","733,738"
FAO-EIN,FAO,EIN,Faro,Eindhoven,PT,NL,37.015909,-7.970939,51.4500999451,5.37452983856,1918.6,2,"FR,HV","738,73H 73W"
FAO-EXT,FAO,EXT,Faro,"Exeter, Devon",PT,GB,37.015909,-7.970939,50.734261,-3.413984,1567.8,1,BE,E95
FAO-KIR,FAO,KIR,Faro,Farranfore,PT,IE,37.015909,-7.970939,52.180901,-9.52378,1690.6,1,FR,738
FAO-FRA,FAO,FRA,Faro,Frankfurt am Main,PT,DE,37.015909,-7.970939,50.026706,8.55835,1958.3,3,"LH,TP,X3","32A 321 320,73H"
FAO-HHN,FAO,HHN,Faro,Frankfurt am Main (Lautzenhausen),PT,DE,37.015909,-7.970939,49.946353,7.261734,1884.1,1,FR,738
FAO-GVA,FAO,GVA,Faro,Geneva,PT,CH,37.015909,-7.970939,46.238098,6.10895,1551.8,1,U2,319 320
FAO-GLA,FAO,GLA,Faro,Glasgow,PT,GB,37.015909,-7.970939,55.871899,-4.43306,2113.5,3,"LS,TO,U2","319,738 73H,75W"
FAO-GRQ,FAO,GRQ,Faro,Groningen,PT,NL,37.015909,-7.970939,53.119107,6.577652,2115.1,1,HV,73H
FAO-HAM,FAO,HAM,Faro,Hamburg,PT,DE,37.015909,-7.970939,53.630402,9.98823,2306.5,2,"4U,AB","319,320"
FAO-HAJ,FAO,HAJ,Faro,Hannover,PT,DE,37.015909,-7.970939,52.461102,9.68508,2200.0,1,X3,73H
FAO-XRY,FAO,XRY,Faro,Jerez de la Frontera,PT,ES,37.015909,-7.970939,36.744598,-6.06011,172.6,1,LG,73H
FAO-CGN,FAO,CGN,Faro,Köln (Cologne),PT,DE,37.015909,-7.970939,50.865898,7.14274,1950.6,2,"4U,FR","319 320,738"
FAO-LBA,FAO,LBA,Faro,"Leeds, West Yorkshire",PT,GB,37.015909,-7.970939,53.865898,-1.66057,1935.3,3,"FR,LS,ZB","320,733 73H 752,738"
FAO-LIS,FAO,LIS,Faro,Lisbon,PT,PT,37.015909,-7.970939,38.7813,-9.13592,221.3,4,"FR,S4,TP,US","319,319 320 ER4,738"
FAO-LPL,FAO,LPL,Faro,Liverpool,PT,GB,37.015909,-7.970939,53.334863,-2.849637,1857.3,2,"FR,U2","320 319,738"
FAO-LGW,FAO,LGW,Faro,London,PT,GB,37.015909,-7.970939,51.148744,-0.185739,1687.8,5,"BA,DY,TO,U2,ZB","319 734 320,320 319,73H,752 321 332"
FAO-LHR,FAO,LHR,Faro,London,PT,GB,37.015909,-7.970939,51.470748,-0.459909,1712.8,1,BA,320
FAO-STN,FAO,STN,Faro,"London, Essex",PT,GB,37.015909,-7.970939,51.884998,0.235,1774.3,2,"FR,TO","738,73H"
FAO-LTN,FAO,LTN,Faro,"Luton, Luton",PT,GB,37.015909,-7.970939,51.874699,-0.368333,1756.7,3,"TO,U2,ZB","319 320,320 321,75W 73H"
FAO-LUX,FAO,LUX,Faro,Luxembourg,PT,LU,37.015909,-7.970939,49.626845,6.212134,1805.6,1,LG,73H
FAO-MST,FAO,MST,Faro,Maastricht,PT,NL,37.015909,-7.970939,50.911087,5.769401,1889.8,1,FR,738
FAO-MAN,FAO,MAN,Faro,"Manchester, Greater Manchester",PT,GB,37.015909,-7.970939,53.349375,-2.279521,1868.7,4,"FR,LS,TO,ZB","321 752 320,738,738 752 75W,73H"
FAO-FMM,FAO,FMM,Faro,Memmingen,PT,DE,37.015909,-7.970939,47.988092,10.238248,1919.4,1,FR,738
FAO-MUC,FAO,MUC,Faro,Munich,PT,DE,37.015909,-7.970939,48.353802,11.7861,2038.4,4,"AB,LH,TP,X3","321,738,73H"
FAO-AGP,FAO,AGP,Faro,Málaga,PT,ES,37.015909,-7.970939,36.6749,-4.49911,311.2,1,HQ,320
FAO-NCL,FAO,NCL,Faro,"Newcastle upon Tyne, Tyne and Wear",PT,GB,37.015909,-7.970939,55.037958,-1.689577,2059.8,3,"LS,TO,U2","319 320,733 73C,73H"
FAO-EMA,FAO,EMA,Faro,"Nottingham, Leicestershire",PT,GB,37.015909,-7.970939,52.8311,-1.32806,1832.8,4,"FR,LS,TO,ZB","321,733,738,73H"
FAO-OSL,FAO,OSL,Faro,Oslo (Gardermoen),PT,NO,37.015909,-7.970939,60.193901,11.1004,2909.8,1,DY,73H
FAO-PMI,FAO,PMI,Faro,Palma de Mallorca,PT,ES,37.015909,-7.970939,39.551701,2.73881,975.7,1,AB,738 320
FAO-ORY,FAO,ORY,Faro,"Paris (Orly, Val-de-Marne)",PT,FR,37.015909,-7.970939,48.729499,2.358963,1547.7,2,"TO,U2","320,73H"
FAO-CDG,FAO,CDG,Faro,"Paris (Roissy-en-France, Val-d'Oise)",PT,FR,37.015909,-7.970939,49.00896,2.554117,1581.2,1,ZI,319
FAO-OPO,FAO,OPO,Faro,Porto,PT,PT,37.015909,-7.970939,41.2481002808,-8.68138980865,474.6,1,FR,738
FAO-PIK,FAO,PIK,Faro,"Prestwick, South Ayrshire",PT,GB,37.015909,-7.970939,55.501499,-4.577182,2071.4,1,FR,738
FAO-RTM,FAO,RTM,Faro,Rotterdam,PT,NL,37.015909,-7.970939,51.956902,4.43722,1925.0,1,HV,73H 73W
FAO-SNN,FAO,SNN,Faro,Shannon,PT,IE,37.015909,-7.970939,52.702,-8.92482,1745.8,2,"EI,FR","320,738"
FAO-SOU,FAO,SOU,Faro,Southampton,PT,GB,37.015909,-7.970939,50.950298,-1.3568,1635.7,1,BE,E95
FAO-SEN,FAO,SEN,Faro,"Southend-on-Sea, Essex",PT,GB,37.015909,-7.970939,51.570562,0.693627,1756.3,1,U2,319
FAO-ARN,FAO,ARN,Faro,Stockholm,PT,SE,37.015909,-7.970939,59.64849,17.928829,3120.0,1,DY,73H
FAO-STR,FAO,STR,Faro,Stuttgart,PT,DE,37.015909,-7.970939,48.689899,9.22196,1902.1,2,"4U,X3","319 320,73H"
FAO-NRN,FAO,NRN,Faro,Weeze,PT,DE,37.015909,-7.970939,51.601362,6.141228,1965.1,1,FR,738
FAO-BRU,FAO,BRU,Faro,Zaventem,PT,BE,37.015909,-7.970939,50.901402,4.48444,1832.3,2,"SN,TP",320 319
FNC-AMS,FNC,AMS,Funchal,Amsterdam,PT,NL,32.697812,-16.774613,52.308601,4.76389,2783.5,1,HV,73H
FNC-BHX,FNC,BHX,Funchal,"Birmingham, West Midlands",PT,GB,32.697812,-16.774613,52.453899,-1.74803,2506.5,2,"TO,ZB","320 321,75W"
FNC-BRE,FNC,BRE,Funchal,Bremen,PT,DE,32.697812,-16.774613,53.046786,8.78932,3043.3,1,ST,319
FNC-BRS,FNC,BRS,Funchal,Bristol,PT,GB,32.697812,-16.774613,51.382326,-2.716453,2370.6,1,U2,320
FNC-BSL,FNC,BSL,Funchal,Bâle / Mulhouse,PT,FR,32.697812,-16.774613,47.60068,7.521117,2628.3,1,X3,73H
FNC-DUS,FNC,DUS,Funchal,Düsseldorf,PT,DE,32.697812,-16.774613,51.289501,6.76678,2814.3,2,"AB,DE","32S,738 321"
FNC-FRA,FNC,FRA,Funchal,Frankfurt am Main,PT,DE,32.697812,-16.774613,50.026706,8.55835,2834.9,2,"DE,X3","73H,757"
FNC-GLA,FNC,GLA,Funchal,Glasgow,PT,GB,32.697812,-16.774613,55.871899,-4.43306,2748.1,1,TOM,75W
FNC-HAM,FNC,HAM,Funchal,Hamburg,PT,DE,32.697812,-16.774613,53.630402,9.98823,3145.9,1,DE,32S
FNC-HAJ,FNC,HAJ,Funchal,Hannover,PT,DE,32.697812,-16.774613,52.461102,9.68508,3052.7,1,X3,73H
FNC-CGN,FNC,CGN,Funchal,Köln (Cologne),PT,DE,32.697812,-16.774613,50.865898,7.14274,2806.4,1,X3,73H
FNC-LBA,FNC,LBA,Funchal,"Leeds, West Yorkshire",PT,GB,32.697812,-16.774613,53.865898,-1.66057,2640.1,1,LS,73H
FNC-LIS,FNC,LIS,Funchal,Lisbon,PT,PT,32.697812,-16.774613,38.7813,-9.13592,965.2,4,"S4,TP,U2,US","319,319 320,321 319 100 320,321 319 320 100 332"
FNC-LGW,FNC,LGW,Funchal,London,PT,GB,32.697812,-16.774613,51.148744,-0.185739,2455.8,4,"TO,TP,U2,ZB","319,320 319,321,75W"
FNC-LUX,FNC,LUX,Funchal,Luxembourg,PT,LU,32.697812,-16.774613,49.626845,6.212134,2671.2,1,LG,73H
FNC-MAN,FNC,MAN,Funchal,"Manchester, Greater Manchester",PT,GB,32.697812,-16.774613,53.349375,-2.279521,2569.7,2,"LS,TO","75W,75W 733"
FNC-MUC,FNC,MUC,Funchal,Munich,PT,DE,32.697812,-16.774613,48.353802,11.7861,2947.9,2,"AB,DE","32S,738"
FNC-EMA,FNC,EMA,Funchal,"Nottingham, Leicestershire",PT,GB,32.697812,-16.774613,52.8311,-1.32806,2557.1,1,LS,733
FNC-ORY,FNC,ORY,Funchal,"Paris (Orly, Val-de-Marne)",PT,FR,32.697812,-16.774613,48.729499,2.358963,2390.2,1,ZI,320
FNC-PDL,FNC,PDL,Funchal,Ponta Delgada,PT,PT,32.697812,-16.774613,37.7411994934,-25.6979007721,984.9,3,"NT,S4,TP",DH4
FNC-OPO,FNC,OPO,Funchal,Porto,PT,PT,32.697812,-16.774613,41.2481002808,-8.68138980865,1190.8,3,"S4,TO,TP","319 320 100,73H"
FNC-PRG,FNC,PRG,Funchal,Prague,PT,CZ,32.697812,-16.774613,50.100874,14.259911,3193.8,1,QS,738
FNC-LEJ,FNC,LEJ,Funchal,Schkeuditz,PT,DE,32.697812,-16.774613,51.420657,12.232705,3136.4,2,"AB,DE","321,738"
FNC-STR,FNC,STR,Funchal,Stuttgart,PT,DE,32.697812,-16.774613,48.689899,9.22196,2798.1,2,"DE,X3","32S,73H"
FNC-VIE,FNC,VIE,Funchal,Vienna,PT,AT,32.697812,-16.774613,48.110298,16.5697,3264.9,4,"AB,HG,OS,TP",321
FNC-BRU,FNC,BRU,Funchal,Zaventem,PT,BE,32.697812,-16.774613,50.901402,4.48444,2664.1,1,HQ,319 320
FNC-ZRH,FNC,ZRH,Funchal,Zurich,PT,CH,32.697812,-16.774613,47.458056,8.548056,2687.7,2,"AB,LX",320
HOR-LIS,HOR,LIS,Horta,Lisbon,PT,PT,38.519901275634766,-28.715900421142575,38.7813,-9.13592,1697.3,2,"S4,TP","319 320,320"
HOR-PDL,HOR,PDL,Horta,Ponta Delgada,PT,PT,38.519901275634766,-28.715900421142575,37.7411994934,-25.6979007721,277.8,1,SP,DH2 DH4
HOR-TER,HOR,TER,Horta,Praia da Vitória,PT,PT,38.519901275634766,-28.715900421142575,38.761799,-27.090799,143.7,1,SP,DH4 DH2
HOR-FLW,HOR,FLW,Horta,Santa Cruz das Flores,PT,PT,38.519901275634766,-28.715900421142575,39.455299377441406,-31.13139915466309,233.2,1,SP,DH4
LIS-AMS,LIS,AMS,Lisbon,Amsterdam,PT,NL,38.7813,-9.13592,52.308601,4.76389,1846.3,8,"AY,EY,HV,KL,S4,TP,U2,US","319,320 319,32S,737,73H 73W"
LIS-BCN,LIS,BCN,Lisbon,Barcelona,PT,ES,38.7813,-9.13592,41.2971,2.07846,994.0,4,"IB,S4,TP,VY","320,320 ER4 319 100,ER4 319 100"
LIS-BVA,LIS,BVA,Lisbon,Beauvais,PT,FR,38.7813,-9.13592,49.454399,2.11278,1484.8,1,FR,738
LIS-BIO,LIS,BIO,Lisbon,Bilbao,PT,ES,38.7813,-9.13592,43.301102,-2.91061,724.3,3,"S4,TP,U2","319,ER4 100"
LIS-BLQ,LIS,BLQ,Lisbon,Bologna,PT,IT,38.7813,-9.13592,44.5354,11.2887,1807.4,3,"AZ,OU,TP","319,319 320"
LIS-BOD,LIS,BOD,Lisbon,Bordeaux,PT,FR,38.7813,-9.13592,44.82865,-0.715356,968.2,2,"TP,U2","100 ER4,319"
LIS-BRS,LIS,BRS,Lisbon,Bristol,PT,GB,38.7813,-9.13592,51.382326,-2.716453,1487.6,1,U2,320
LIS-BUD,LIS,BUD,Lisbon,Budapest,PT,HU,38.7813,-9.13592,47.43018,19.262393,2480.3,1,TP,320 321 319
LIS-BSL,LIS,BSL,Lisbon,Bâle / Mulhouse,PT,FR,38.7813,-9.13592,47.60068,7.521117,1663.1,1,U2,319
LIS-LYS,LIS,LYS,Lisbon,"Colombier-Saugnieu, Rhône",PT,FR,38.7813,-9.13592,45.725996,5.090139,1399.4,2,"TP,U2","100 ER4,319"
LIS-CPH,LIS,CPH,Lisbon,Copenhagen,PT,DK,38.7813,-9.13592,55.617900848389,12.656000137329,2471.8,3,"DY,S4,TP","320,321 320,73H"
LIS-ORK,LIS,ORK,Lisbon,Cork,PT,IE,38.7813,-9.13592,51.841301,-8.49111,1453.1,1,EI,320
LIS-LCG,LIS,LCG,Lisbon,Culleredo,PT,ES,38.7813,-9.13592,43.302101,-8.37726,506.7,1,TP,BEH
LIS-DLE,LIS,DLE,Lisbon,Dole,PT,FR,38.7813,-9.13592,47.038955,5.427589,1495.9,1,FR,738
LIS-DUB,LIS,DUB,Lisbon,Dublin,PT,IE,38.7813,-9.13592,53.428713,-6.262121,1643.4,2,"EI,FR","320,738"
LIS-DUS,LIS,DUS,Lisbon,Düsseldorf,PT,DE,38.7813,-9.13592,51.289501,6.76678,1861.7,1,TP,319 320
LIS-EDI,LIS,EDI,Lisbon,Edinburgh,PT,GB,38.7813,-9.13592,55.950145,-3.372288,1956.1,1,U2,319 320
LIS-EIN,LIS,EIN,Lisbon,Eindhoven,PT,NL,38.7813,-9.13592,51.4500999451,5.37452983856,1804.5,1,HV,73H 73W
